id,wh
1964,அடுத்தது
1965,முன்னோக்கி
1966,ஒன்பது
1967,வீட்டு பராமரிப்பு கட்டணத்தை செலுத்த பிரதி மாதம் ஒன்றாம் தேதிக்கு ஒரு நினைவூட்டலை அமைக்கவும்
1968,பதினெட்டு பிளஸ் வயது வரமினருக்கு கட்டணம் செலுத்தி பெற வேண்டும் அதற்கு கோவேக்சின் முதல் டோசை நாங்கள் குஜராத் மாநிலத்தில் உள்ள அத்தகு தடுப்பூசி மையங்கள் அனைத்தையும் பட்டியலிட்டு காட்டவும்
1969,கம்ப்ளைன்ட் விட்டது
1970,இன்றைக்கு காலையில் டெலிவரி செய்யப்பட்ட பூக்கொத்துகள் மற்றும் பழங்கள் தரம் சரியில்லை
1971,இரண்டு
1972,தூத்துக்குடி
1973,இராமநாதபுரம்
1974,சிவகங்கை
1975,மதுரை
1976,சேலம்
1977,ஷப்னம் ஆயிரத்தி தொள்ளாயிரத்தி நாற்பத்தி ஒன்பதாம் ஆண்டில் வெளியான மற்றொரு பாக்ஸ் ஆபிஸ் வெற்றி படமாகும்
1978,அன்று
1979,ஓகே கூகுள் ஸ்பீக்கரை கொஞ்சம் நியூட் பண்ணு
1980,முன்பெல்லாம் வந்துட்டு எங்க கிராமத்துல வந்துட்டு போக்குவரத்து நெரிசலான சிங்கள ரோடு அதுல வந்துட்டு போனா ரொம்ப கஷ்டமா இருக்கும் இப்ப வந்துட்டு
1981,நம்முடைய கிறிஸ்டிக்கு வரும் ஒரு முன்னால் வந்து ஒரு மணி நேரத்துக்கு வருது இப்ப ஒரு பத்து நிமிஷம் நிமிஷம் வந்துடலாம்
1982,அந்த அளவுக்கு ரோடு வசதி செய்யப்பட்டுள்ளது மற்றும் முன்பு போல முன்னல் சைக்கிள் வருவாங்க வந்துட்டு வாகனங்கள் இருசக்கர வாகனம் கார் மற்றும் போக்குவரத்துக்கு தேவையான அனைத்து பஸ் மற்றும்
1983,அனைத்து வாகனங்களும் பெருக்கிவிட்ட காரணத்தினால் தற்போது போக்குவரத்து
1984,நெறிமுறைகள் நமக்கு நிறைய கொடுத்திருக்கு எல்லாமே வந்து ஈசியா இருக்கு
1985,எட்டு இரண்டு இரண்டு ஒன்னு எட்டு நாலு ஆறு நாலு ஐந்து ஒன்று ஒன்பது என்ற என்னுடைய பதிவு செய்த தொடர்பு எண் மூலம் ஹெச் பி கேஸ் சிலிண்டரை முன்பதிவு செய்யவும்
1986,அடுத்தது
1987,ரஞ்சித் சிங்கின் மனைவிகளான தயா கவுர் மற்றும் ரத்தன் கவுருக்கு இளவரசர் காஷ்மீரா சிங் பெஷாவரா சிங் மற்றும் இளவரசர் முல்தானா சிங் ஆகியோர் பிறந்தனர்
1988,ஹலோ
1989,சொல்லுங்க
1990,ஆஹ் இருக்கு பாஸ்
1991,உம்ம் வந்து இருக்கு இருப்பானாலும் வரலாம்
1992,இரண்டுமே அவர்கள் கொண்டு காண்டாக்ட்
1993,ஆஹ் கேஷ் வாங்கிட்டு அமௌன்ட் குடுத்துருக்காங்க சார் ரெண்டுமே அப்ப தான் சார்
1994,உம்ம் புதுசு ஐம்பது வரை இருந்து இருநூறு வரையும் இருக்கும்
1995,உங்களுக்கு எப்ப வந்து வாங்கிக்கலாம் சார் வந்து ஆறு டூ டென் வரையும் இருக்கு சார்
1996,ஆம்
1997,ஆஹ் ஓகேய் சார் வாங்க
1998,ஆஹ் ஓகேய்
1999,என்னோட போன இமெயில் காட்டு
2000,அலா
2001,ஆஹ் சார் எங்களுக்கு கேம் புக் பண்ணனும் ஒரு பதினஞ்சு பேர் டூர் போற மாதிரி
2002,அதுதான் கிலோமீட்டர் எவ்ளோ சார் ஆகும் ஒரு பதினஞ்சு பேர் இருக்கு
2003,கொடைக்கானல் போனோம் ஊட்டி போனோம் மகாபலிபுரம் போனோம் அப்டியே பாத்துட்டு வரும்போது மகாபலிபுரம் பாத்துட்டு வந்துடுறோம் ஒரு கிலோமீட்டருக்கு எவ்ளோ ஆகும் பதினஞ்சு பேர் போனோம் சார் சின்ன வண்டி ஆகுமோ பெரிய வண்டியா அதெல்லாம் கேக்கலாம்னு தான் கால் பண்ணேன்
2004,ஆஹ் சரி
2005,ஆமாங்க.
2006,ஆஹ் சரி சார்.
2007,உம்ம்
2008,ஆ சரி சரி ஆ
2009,கிலோமீட்டர் சொல்லிட்டு கொடுத்தால் அவங்களோட இருக்கட்டும் அவங்கள பாத்துட்டு அதுவும் பேசிடுங்க
2010,ஆஹ்
2011,உம்ம்
2012,ஆ
2013,ஆஹ்
2014,ஆ
2015,சார்
2016,இது டைவர் பேட்டா என்ன குடுக்கணுமா சார்
2017,ஆஹ் சரி அங்க ரூம்ல இருந்தா நல்ல ரூமா
2018,உம்ம்
2019,ஆஹ் வேற எங்க
2020,ஒரு
2021,சரிங்க சார் உங்களுக்கு தெரிஞ்ச ரூம் ஓட்டல் அந்த மாதிரி எதுனா தெரியுமா சார் ரெஸ்டாரெண்ட்
2022,ஆஹ்
2023,ஆம்
2024,உம்ம்
2025,என்
2026,அது ஒரு நாள் கணக்கா சார் நோன்பு போர் அவருக்கு
2027,ஆ
2028,சரி சார்
2029,உம்ம்
2030,சரிங்க சார் அது டைமிங் எத்தனை மணி கிளம்புங்க சார் அது டைமிங் திரும்ப டைமிங்
2031,உம்ம்
2032,ஆஹ் சரி சார் நான் கேட்டுட்டு பதினஞ்சு பேர் போறோம் கேட்டுட்டு சொல்றேன் சார் ஊட்டி பர்ஸ்ட்
2033,ஆஹ்
2034,சரிங்க
2035,சரி சார் டிரைவர் மட்டும் கொஞ்சம் நல்ல டிரைவர் பாத்து அனுப்புங்க சார் கூட ஒரு ஆள் டிரைவர் அனுப்பும் டிரைவர் இன்னைக்கு என்ன நாங்க வந்து ஊட்டி கொடைக்கானல் கோவா இப்படி போலாம்னு இருக்கும்
2036,அதனால கொஞ்சம் லாங்கா அடிச்சிட்டு வரும் அவங்களால ஒரே டிரைவர் பண்ண முடியாது இல்ல அதனால ரெண்டு டிரைவர்
2037,ஆமா ஆமா ரெண்டு டிரைவர் வேணும் சார் என்ன நைட்ல போறது வண்டி ஓட்டு கொஞ்சம் பயம் தான் சார் அதுக்காக ரெண்டு
2038,ஆஹ் சரி
2039,ஆஹ் சரி
2040,ஆஹ்
2041,ஆஹ் சரி
2042,சார் குடிக்கிற டிரைவர் அனுப்பிடாதீங்க சார் அப்புறம் ஏன்னா நாங்க பசங்க குழந்தை குட்டியோட போறோம்
2043,அதனால குடிக்கிற அமைச்சர் குடிச்சிட்டு படுத்துட்டா வண்டில அதுக்கப்புறம் நாங்க டிராவல் பண்ண முடியாது புது இடம் கொஞ்சம் பாத்து நல்ல டிரைவர்
2044,ஆஹ் சரி
2045,சரி சார் நாங்க சரி என்னைக்கும் சொல்லிடறேன் சார்
2046,தேங்க்யூ சார்.
2047,ஆமா சார் நம்பர்
2048,சரி
2049,சார் கொஞ்சம் நல்ல டிரைவர அனுப்பிடுங்க நான் டேட் மட்டும் அனுப்பி வரேன் சார் என்னைக்கு
2050,சரி சார்.
2051,சரி தேங்க்யூ சார்
2052,சரி சார் சங்கர்
2053,ஆஹ்
2054,மரம்
2055,வெய்யிலாக இருக்கிறதா
2056,பேய் யூ மணி வாலெட்டில் ஏன் பலமுறை தவறான யூ பி ஐ டி காட்டப்படுகிறது
2057,சிக்ஸ் நைன் எயிட் ஃபோர் எயிட் ஃபோர் ஒன் எயிட் ஃபைவ் டூ நைன் எயிட் என்ற யூ ஏ என் கொண்ட என்னுடைய கணக்குக்கு பாஸ்புக் பேலன்ஸை பார்க்க வேண்டும்
2058,இல்லை
2059,ஹலோ
2060,ஆனா நான் மகாதானத்தில் மயிலாடுதுறை மகாதானம் சமா பேசினா
2061,எனக்கு வேணாம்
2062,மைசூர் ரோஸ் வேணும்னா ஒன் கே ஜி
2063,ஆஹ் என்னென்ன கலர் இருக்கு எனக்கு ரெட் கலர் பிங்கலர் வேணும்
2064,ஆஹ் ஓகேய் இதுல
2065,எனக்கு ரோஸ் ரெண்டும் வேணும் இதுல அதுல வேணும்
2066,ஆனா எனக்கு நெக்ஸ்ட் வீக் வெள்ளிக்கிழமை
2067,ஆஹ் போதும் போதும்
2068,வெள்ளிக்கிழமை ஒரு பத்து ஒரு ஒன்பதுக்கும் கொண்டு வந்துடுவீங்களா
2069,காலைல அமௌன்ட் எவ்ளோனா
2070,இன்னும் முன்னாடி வந்தாலும் ஒன்னும் பிரச்சனை இல்ல முன்னாடி வந்துடுவேன் அதுக்கு டெலிவரி சார்ஜ் கேப்பீங்க
2071,ஆஹ்
2072,சரிங்க சரிங்க டெலிவரி சார்ஜ் இல்லாம தானே சொல்றீங்க அமௌண்ட் சிக்ஸ் ஹண்ட்ரட்
2073,சரி சரிங்க சரி பாத்து நல்ல பூவை ஃப்ரஷா கொடுத்து அனுப்புங்க
2074,ஆஹ் சரிங்க
2075,அட்ரஸ் நோட் பண்ணிக்கோங்க மறந்துடாதீங்க நான் முன்னாடியே கால் பண்றேன் உங்களுக்கு
2076,ஆஹ் ரொம்ப நன்றிங்க
2077,ஆஹ்
2078,எடுத்துட்டு காலகட்டத்துல எல்லாமே தமிழ் தான் இருந்தது எங்க போனாலும் எங்க வந்தாலும் எல்லாமே தமிழ் இருந்தது இப்ப வந்து எல்லாம் இங்கிலீஷ் போயிட்டு சின்ன புள்ளைங்க கூட இங்கிலீஷ் படிக்கிறார் சாதாரணமா என்ன பேரு அப்படின்னு கேட்டா கூட இங்கிலீஷ்ல கட்டாம புரியும் பசங்களுக்கு அப்படின்னு சொல்றாங்க அவங்க பெற்றவர்கள்
2079,வரவர தமிழே இல்லாத போயிடும் போல இருக்கு நம்ம இந்தியா நாடு தமிழ்நாடு தமிழ்மொழி தாய் தாய் தாய்
2080,கொஞ்சம் கொஞ்சம் மறந்து போயிடும் போது நம்மல்லாம் சரி தமிழ் பேசிட்டோம் இப்ப வந்து எல்லாமே இங்கிலீஷ் தான் மாறிட்டு இருக்கு உலகம் ஹிந்தி வேற ஆரம்பிச்சுட்டாங்க ஸ்கூல்ல பாடல்
2081,அந்த மாதிரி தமிழ் ரொம்ப குறைச்சலா தான் இருக்குது எல்லாத்தையுமே
2082,நம்ம டிவியும் மாதிரிதான்
2083,நம்ம எல்லாம் வானில் பட்டியல் தமிழ் பாட்டு ஓடிட்டு இருக்கோம் இப்ப வந்து எல்லாம் ஹிந்தி நடிக்கலாம் வேற நிறைய நடிக்கிறாங்க மாதிரி அவங்களுக்கு தமிழ்
2084,பேசவே வராது தான் கொஞ்சம் கொஞ்சம் பேசுறாங்க ஆரம்பிச்சு பழகி எப்படி தான் பேசுறாங்க கொஞ்சம் திக்க திக்க தான் பேசுறாங்க தமிழ் இருந்தாலும் இங்கிலீஷ் இந்தியில் சரியா மாதிரியா வந்துட்டு இருக்கு எல்லாருக்கும்
2085,நம்ம நாட்டுல தான் எல்லாம் தமிழ் தமிழ்நாடு தமிழ்நாடு தமிழ்நாடு வேற பேர் வைக்கிற அளவுக்கு வந்துடும் போல
2086,ஆமா தாய்மொழி தமிழ்தான்
2087,நம்மல்லாம் தான் தமிழ் பேசுறோம் இப்ப வர்றதுல எல்லாம் பசங்கல்லாம் இங்கிலீஷ்ல கேட்டா தான் புரியுது பேசுறது இங்கிலீஷ் தான் இருக்குது பத்து தமிழ்தான் அதிகம் கொஞ்சம் சேத்து எல்லாத்தையும் கல்வி நூல் டிவில எல்லாத்தையும் தமிழ் பேசினா இன்னும் நல்லா இருக்கும் ஜனங்களுக்கு புரியும் ஆமா சரி
2088,காட்சி
2089,ஆமா
2090,நாங்க திருவள்ளூர்ல இருந்து வரும் கொஞ்சம் நாங்க எங்க வீட்ல தோட்ட பூ போட்டிருக்கும் நீங்க வாங்குறீங்களா டெய்லி செல்வுக்கு
2091,மல்லிப்பூ மல்லிப்பூ இருக்கு அறும்பு
2092,ஆஹ்
2093,நாங்க ஒரு நாளைக்கு அஞ்சு கிலோ அஞ்சு கிலோ கொடுக்குமா
2094,ஒரு கிலோ நூத்தி ஐம்பதாம் குடுக்குறோம்
2095,ஆமா ஆமா
2096,நா
2097,நூத்தி நூத்தி இருபது ரூபா எங்களுக்கு கொஞ்சம் பாத்துக்க நூத்தி இருபது போட்டுக்குங்க
2098,ஆஹ் சரி சரி வந்து கால்
2099,வாரம் வாரம் வாரம் வாரம் குடுத்துருக்காங்க குடுத்துருக்காங்க எனக்கு வச்சிருந்து வாரம் வாரம் குடுத்துருங்க நாங்க டெய்லி கால்ல போய் தந்து போட்டு வரும்
2100,ஆஹ் சரி நாளைக்கு காலைல கட்டி போய்ட்டு வரும்
2101,ஏழு
2102,விண்ணப்ப ஐடி ஒய் இ இரண்டு ஸிரோ இரண்டு இரண்டு இரண்டு ஆறு நான்கு ஐந்து ஏழு ஸிரோ ஆறு ஒன்னு ஒன்னு ஆறு ஒன்னு ஸிரோ ஆறு ஏழு மற்றும் பிறந்த தேதி ஒன்னு எட்டு இரண்டு ஆயிரத்தி பத்தொன்பது என்ற விவரங்கள் கொண்ட பயனருக்கு என்எஸ்பியில் சமர்ப்பிக்கப்பட்ட பொது உதவித்தொகை விண்ணப்பங்களின் முழு பட்டியலையும் தர முடியுமா
2103,இந்த மாத சம்பளம் ஐந்து ஒன்று ஒன்பது இரண்டு ஒன்பது ஏழு நான்கு மூன்று மூன்று ஒன்பது ஒன்று ஏழு ஒன்று ஏழு ஆறு என்ற என்னுடைய கேரள கிராமின் பேங்க் கணக்கில் கிரெடிட் ஆகிவிட்டதா ஆம் என்றால் ஏழாயிரம் ரூபாயை எட்டு ஒன்பது ஏழு ஒன்பது ஏழு ஒன்பது நான்கு ஐந்து இரண்டு எட்டு எட்டு என்ற சட்டிஷ்கர் ராஜ்ய கிராமின் பேங்க் கணக்குக்கு ஜியோ மணி மூலம் மாற்றவும்
2104,விட்டு
2105,போரோசில் டிரான்ஸ்பரண்ட் வாட்டர் பாட்டில் அர்பன் பிளாட்டர் தக்காளி சாறு நியூட்ரலா சோயா கிரானியூல்ஸ் ஆகியவற்றில் நீங்கள் கேட்ட எண்ணிக்கைகள் அளவுக்கு ஸ்டாக் இல்லை எனவே அந்த எண்ணிக்கைகளை மாற்றவும்
2106,ஹலோ ஆஹ் சொல்லுங்க
2107,ஆமாங்க அங்க தான் பேசணும் உங்களுக்கு என்ன வேணும்
2108,ஆஹ் சைரல் ஆஹ் போட்டுக்கலாமே எந்த மாதிரி கேக்குறீங்க நீங்க
2109,ஹெச்டி பிரிண்ட் கேக்குறீங்களா இல்ல
2110,கலர் ஜெலக்ட் கேக்குறீங்க. ஆஹ் ஓகேங்க எல்லாமே அவேர் லபுலா இருக்கு நீங்க வந்து குடுத்தீங்கன்னா
2111,நீங்க ஒரு மார்னிங் ஒரு நான் தட்டிக்கு வந்தீங்கன்னா ஈவ்னிங் நீங்க வாங்கிட்டு போயிடலாம்
2112,ஆஹ் குறிக்கா குடுத்துருவாங்க
2113,அமௌண்ட் தான் கொஞ்சம் ராஸ்தியா ஆகும்
2114,ஒரு ஐநூறு ரூபா ஆகும் ஐநூறு ரூபா மட்டும் கொண்டு வந்துருங்க
2115,ஆமா சரி
2116,நாங்க வந்து என்ன சமையல் குறிப்பு அப்படினா அந்த சாம்பார்கள் வந்து நாங்களே வடக் தயாரிச்சு போடுவோம் நிறைய கிலோ கணக்கு வெங்காயம் வாங்கிட்டு வந்து
2117,அதுல வந்து கொஞ்சம் பொடிபொடியா நறுக்கி அப்புறம் அந்த இன்னும் என்ன செய்வாங்க
2118,கடுகு சீரகம் கடல் பருப்பு இந்த மாதிரி நிறைய சேத்து நிறைய என்ன உத்தி அது காய்ச்சு அப்புறமா உருண்ட உருண்ட புடிச்சு பாக்ஸ்ல போட்டு
2119,ஒரு வருஷம் ரெண்டு ஒன்றை வருஷத்துக்கு கிட்ட இருக்கும் அப்படியே போட்டு போட்டு அழைக்கிறது சாமார்க்க வாசனையா இருக்கும்
2120,அதுக்கப்புறம் என்ன ஒரு சமையல் குறிப்பு அப்படினா வத்தல் போடுறது பொதுவா எல்லாருமே பண்ணுவாங்க எங்க வீட்ல எப்படி பண்ணுவாங்க
2121,ஒரு பாத்திரத்துல தண்ணி வச்சுக்கிட்டு அதுக்கு மேல வந்து ஒரு துணியை கட்டி அதுல அந்த வத்தல் மாவை வந்து ஊத்துங்க
2122,முன்னாடி எப்படி பண்ணுவாங்க பொதுவா எப்படி பண்ணுவாங்க அது வந்து மாதது பண்ணி அது வந்து சூடாக்கி நல்லா
2123,கண்டிக்கிட்டே இருப்பாங்க அது ஒரு பதத்துக்கு வந்ததுக்கு அப்புறம் அத மாடிக்கு எடுத்துட்டு போய் அந்த முழுக்கத்தில் வச்சுட்டு புரிஞ்சாலும் ஸ்பூன் எடுத்து குடிகுடியா வச்சாலும் இருப்பாங்க
2124,இந்த அப்படினா நம்ம வந்து ஒரு குட்டி அப்பத்தி கொஞ்சம் குட்டி செய்து கரண்ட் வந்து இந்த மாவும் ஊத்துவாங்க அந்த துணி மேல அப்படி இருக்கும்போது தண்ணில வந்த மாதிரி ஆயிடும் திருப்பி ஒரு
2125,அது வந்து ஒரு பத்து இருபது அந்த மாதிரி செஞ்சுட்டு போய் காய் வச்சுக்கிட்டு சும்மா அந்த வாரத்துக்கு தேவையானது அந்த மாதிரி ஒரு ஒரு வாரம் பண்ணி பண்ணி வச்சுக்கோங்க அப்புறம் வேற ஒரு குறிப்பு அப்டின்னா
2126,கருவாட்டி குழம்பு மீன் குழம்பு மாங்கா போட்டு விருப்பங்கள் அந்த டைம்ல இருக்காது எல்லாம் டைம் இருக்காது அதனால வந்து வத்தல் போட்டு ஒரு காத்தே போகாத அளவுக்கு ஒரு போட்டு அடிச்சாங்க ஒரு ஜாடி அடிச்சு அதுக்கப்புறம் தான் போது எடுத்து யூஸ் பண்ணும்போது நல்லா இருக்கும்
2127,ஹலோ
2128,நாம கொங்குவெட்டி அலையார்கள் கூடுங்களாம்
2129,எங்க பாப்பா வந்து டென்த் முடிச்சிருக்கான் லெவல் டுவல்வ்
2130,ஆஹ் அதாங்க எவ்ளோ பேஸ்க்கு ஆகும்
2131,ஆமா
2132,அப்டிங்களா
2133,இருபதாயிரம் மூணு பிரிச்சுக் மேடம் இல்ல மொத்தமா தான் கட்டணம்
2134,அதுக்கு எவ்வளவு ஆகும் மேடம்
2135,அப்டிங்களா சரி பாப்பா இப்ப ஸ்பெஷல் கிளாஸ் அந்த மாதிரி பாத்தீங்களா
2136,சரி
2137,ரெண்டாயிரம்
2138,சரி மேடம்
2139,அங்க கோச்சிங் நல்லா இருக்குங்களா
2140,சரி
2141,சரி என்ன என்ன குரூப்ல எடுக்கலாம் மேடம்
2142,நானூத்தி ஐம்பது மார்க்கம்
2143,சரி
2144,சரி எக்ஸ்ட்ரா கோச்சிங் அந்த மாதிரி எதாவது இருக்குங்கள்
2145,சரிங்க சரிங்க அதுக்கு தனி அமௌன்ட் கட்டணும் அப்படித்தான்
2146,சரி
2147,ஓகேய் மேடம் மேடம் எப்டி அதுக்கப்புறம் இங்க அந்த மாதிரி எவ்ளோ வரும் மேடம் பேசிக்கலாம்
2148,சரி வரும்
2149,அதுக்கப்புறம்
2150,சரிங்களா
2151,சரி மேடம் வேற எதாவது
2152,ஆதார் கார்டு மாத்திட்டு சரிங்க
2153,சரிங்க மேடம்
2154,சரி மேடம் இப்ப எங்க பாப்பா வந்து கேம்ஸ் வந்து ஏதாவது சர்டிஃபிகேட் வச்சிருந்தாங்க அத வச்சு சேர்ந்தா கொஞ்சம் கம்மி பண்ணுவீங்களா மேடம் அமௌண்ட் ஏதாவது
2155,சரிங்க
2156,சரிங்க மேடம் சரி நாளைக்கு வர்றேன் மேடம் வந்துட்டு அங்க ஸ்கூல்ல பாத்துட்டு சொல்றேன் மேடம் என்ன
2157,மேடம் தேங்க்யூ மேடம்
2158,சொல்லு தம்பி பால் மீன் இருக்கு யாரால் இருக்கு ஆத்துப்பாடி இருக்கு கடல் மீன் கடல் மீன் இருக்கு
2159,உங்களுக்கு என்ன வேணும் ஆத்துப்போடி இருக்கு
2160,ஆஹ் ஆஹ்
2161,ஆமா
2162,பழப்புக்கண்ட இருக்கு பால் இருக்கு யாரால் இருக்கும் கொஞ்சம் கொஞ்சம் போட்டு வரேன்
2163,ஆஹ் சரி ஆஹ் சரிங்க
2164,ரேட் என்ன கிழக்கு முன்னூத்தி இருந்து இருக்கு
2165,அது பாத்து பண்ணிக்கலாம்
2166,ஆ சரி
2167,சரி இப்ப பாத்து உங்களுக்கு பண்ணி குடுக்கலாம் முன்னூத்தி இருபது முன்னூறு ஆக்கலாம் குறைக்கலாம் விடுங்க பாத்துக்க எல்லாம் கிளீன் பண்ணி நீட்டா அவங்களுக்கு கொடுத்துடுவேன்
2168,ஆ
2169,போட்டு போட்டு விடலாம் தம்பி உங்களுக்கு செய்யாம யாருக்கு செய்ய போறேன்
2170,ஆமாமா இல்ல எல்லாம் அவங்களுக்கு எல்லாமே செஞ்சு குடுத்துடறேன்
2171,ஓகேய்
2172,ஏழு இரண்டு எட்டு எட்டு இரண்டு ஆறு என்ற பின்கோடு உள்ள பகுதியில் இலவச தடுப்பூசிகள் அளிக்கும் மிக அருகிலுள்ள மையத்தை கண்டறிய விரும்புகிறேன்
2173,ஹலோ சொல்லுங்க யார் பேசுறது
2174,ஆமா
2175,சரி சரி நீங்க எந்த கிளாஸ் ஜாய்ன் பண்ணனும்
2176,சரி சரி பத்தாவது எங்க படிச்சாங்க
2177,சரி எந்த கோர்ஸ் வேணும்
2178,நானூத்தி முப்பதுக்கு பயாலஜி கொஞ்சம் ரிஸ்க் தான்
2179,நீங்க வாங்க நாளைக்கு நேர்ல வந்து பாருங்க
2180,சரி
2181,சரி
2182,சரி நாளைக்கு பொண்ண கூட்டிட்டு வாங்க
2183,கொஞ்சம் என்ன எக்ஸாம் வாப்பா கொஞ்சம் பொண்ணு வந்து பிக்கப் பண்ற மாதிரி இருந்தாங்கன்னா அட்மிஷன் போட்டுக்கலாம்
2184,ஆமா
2185,ஏன்னா
2186,ஆஹ் மார்னிங் டென் கிளாக் வாங்க
2187,ஓகேய் இது என்ன அப்படின்னா பதினாவதுக்கு பயாலஜி வந்து முப்பத்தி அஞ்சாயிரம் வருதுங்க வருஷத்துக்கு
2188,நீங்க எப்படி கூட்டிட்டு போய்ட்டு வந்துடுவீங்களா இல்லாட்டி ஹாஸ்டல் ஜாய்ன் பண்ணி வரீங்களா
2189,ஆமா பசு சேத்தி முப்பத்தி அஞ்சாயிரம்
2190,சரி
2191,பஸ் வரும் ஆனா கொஞ்சம் லாங்கா தான் வரும்
2192,ஆமா முப்பத்தி அஞ்சாயிரம் எல்லாம் சேர்ந்துதான்
2193,ஆஸ்திரேலியாவுக்கு வருஷத்துக்கு சாப்பாட்டுக்கு வந்து ரெண்டாயிரம் ரூபா ஆகும்
2194,மாசத்துக்கு மாசத்துக்கு ரெண்டாயிரம் ரூபா
2195,ஆமா பன்னிரண்டு மாசத்துக்கு நீங்க கணக்கு போட்டுக்கொள்ளும் இருபத்தி நாலாயிரம் ரூபா வரும்
2196,ஓகேங்களா மெயின்டெயின்ஸ்க்கு வந்து மாசம் ஐயாயிரம் ரூபா
2197,ஓகேங்களா சாப்பாட்டுக்கும் மெயின்டென்ஸ்க்கும் சேத்து ஏழாயிரம் ரூபா மாசம்
2198,சரிங்களா நீங்க மாசம் மாசம் கற்ற மாதிரி தான் வரும்
2199,ஆஹ் சரி நீங்க வந்து பாருங்க நாளைக்கு வந்து பாருங்க
2200,எல்லாமே இருக்குது இருக்கு எல்லாமே இருக்கு எல்லாம் எல்லாம் சிட்டி இருக்குது
2201,சரி சரி எல்லாமே இருக்குது நீட்டு கோர்ஸ் எல்லாமே இங்க இருக்குது
2202,ஆஹ் சரி நாளைக்கு வந்து என்னன்னு பாத்து விசாரிச்சுக்கோங்க
2203,ஆஹ் சரி
2204,ஜார்கண்ட் மாநிலத்தில் பதினைந்து முதல் பதினேழு வயது வரம்பினருக்கு கோவாவுக்கு தடுப்பூசியை எங்கே பெறலாம்
2205,இரண்டு
2206,இம்மாவட்டம் மருத்துவ நறுமணப் பொருட்கள் கிழங்கு பயிர்கள் மற்றும் பழங்கள் மற்றும் நார்ச்சத்துள்ள பயிர்கள் உள்ளிட்ட பல்வேறு தாவரங்களை கொண்டுள்ளது
2207,ஆஹா
2208,ஒன்பது
2209,கால்நடை வளத்தில் விவசாயிகள் எதிர்கொள்ளும் பொதுவான சவால் அந்த மழைக்காலத்தில் ஆடு மாடு அதனால் பாதுகாப்பு இடத்துல கட்ட முடியாது
2210,வந்து மழை வாழ்த்து வந்து மாசக்கணக்காக கணக்கா போய் மழை பெய்துட்டு இருப்பான் வந்து ஆடுமாடுகள் உடம்பு சரியாக பாய்ந்து புல்லா பெய்து தண்ணில உங்களுக்கு உண்டு உடம்பு சரியாக போயிருந்து
2211,அது வந்து அப்பதான் நினைக்கிறது நினைக்கிறது மழை இல்லனா வந்து விட்டு வந்தாங்க புடிச்சவங்க இல்லனா உங்களுக்கு தேவையான உணவு கிடைக்காம ரொம்ப கஷ்டப்படுறாங்க
2212,அப்புறம் வந்து வீட்ல விலங்கு பாடு போல அது வந்து ஊருக்கு போய்ட்டு சில நேரத்துல சிறப்பான
2213,போய்ட்டா பக்கத்துல பக்கத்து வீட்ல இருக்காங்க நான் பாருங்க அவங்க பாத்துட்டு உங்ககிட்ட பாத்துக்க
2214,அது வந்து காட்டுங்க புடிச்சு அந்த மாதிரி சொல்லிட்டு நம்ம ஊருக்கு போறோம் ஒருநாள் ரெண்டு நாள் பத்து நம்ம வந்து ஒரு வாரம் பத்து நாள்
2215,அவங்களுக்கு ரொம்ப கஷ்டமா நினைக்கணும் உங்களுக்கு தான் அந்த மாதிரி நினைக்கணும்
2216,அதனால வந்து ஒரு சிலருக்கு மனகஷ்டம் ஏற்படும் என்னடா உங்ககிட்ட போய் செய்யமாட்டேன் சொல்றாங்க அந்த மாதிரி நினைக்கும் அதனால நிறைய பேருக்கு ரொம்ப
2217,கஷ்டமான காடுமாடு வழக்கு வந்து வந்து அவங்களால பெயிண்டைன் பண்ண முடியல பராமரிக்க முடியாது நிறைய பேருக்கு கோழி அந்த மாதிரி அப்புறம் நிறைய சிட்டுக்குடி எல்லாம் வீட்ல வழக்காக அது வந்து
2218,வந்து போன குடிக்கிறது எல்லாம் மாட்டி நிறைய புரிந்தது அதுவும் அவங்களுக்கு ரொம்ப கஷ்டமா
2219,ஹலோ
2220,கேக்க சொல்லுவியா மேம். நாங்க திருவாரூர்ல இருந்து பேசுறோம் மேம்.
2221,நான் எடுக்கணும்
2222,மாடல் வந்தாங்க ஆன்லைன்ல பாத்தோம் அந்த மாதிரி மாடல் வேணும் உங்ககிட்ட நிறைய டிசைன் இருந்தாலும் அனுப்பலாம்
2223,ஆஹ் ஓகே மேம் ஒரு கிராம் என்னாலேயேட்டு மேம்
2224,ஓகேய் மேம் பத்து பவுன் எடுக்கணும் மேம்
2225,முக்கியம்
2226,ஓகேய் மேம் பொண்ணுக்கு மேரேஜ் பண்றோம் இப்ப தான் ஃபர்ஸ்ட் டைம் பண்றோம் உங்க கடன் நல்லாருக்கும்னு சொன்னாங்க அதனால தான் அவங்களுக்கு கால் பண்ணிருக்கோம்
2227,ஓகே
2228,ஓகே பத்து பவுன் என்னால் எடுத்து வரும்
2229,ஓகே மேடம்
2230,செய்தார்
2231,ஓகே மேம் எல்லாம் கடை விட்டுட்டு உங்க கடைக்கு வந்துருக்கேன் நீங்க பாத்து போட்டு குடுங்க மேம்
2232,கிப்ட்லாம் எதாச்சும் உண்டாம
2233,ஓகே மேம்
