id,conf
2497, எனக்கு லோன் வேணும் மேம் சொந்த வீடு இருக்கு
2498,ம் எல்லாமே என் பேரில் தான் மேம் இருக்குது கொஞ்சம் காச காசு பிரச்சனை அதனால் கொஞ்சம் லோலும் வேணும் மேம்
2499, ஆ
2500, ஆ
2501, என்னென்ன மேம் எடுத்துகிட்டு வரணும்
2502, பத்தாயரூவா மேம்
2503, ஆ ஓகே மேம்
2504, தேங்க் யூ
2505, ஹலோ
2506, ஆமாம் ஆமாம்
2507, ஆ
2508, சரிண்ணே எங்கண்ணே எங்கண்ணண்ண எங்கண்ணதான்
2509, ஆ ச சரிங்க சரிங்க
2510, ஆ
2511, ஓ ஆ ஆ
2512, சரி
2513, ஆ நான் வந்து பார்த்துடறேண்ணே
2514, ஆ இன்னைக்கு ஈவினிங் வந்துடண்ணே
2515, ஆ வந்து பார்த்துட்டு அடு
2516, ஒரு நாளைக்கு அரநூறு ரூவா ஆரும்ண்ணே
2517, ஆ மேஸ்டரி ஒருள் வருவாருங்க பார்த்துட்டு
2518, கொத்தனள் ஒரு மூணு பேர் மே்திரி ஒரு ஆள் மொத்தம் நாலு பேர்ண்ண
2519, நாங்கள் கொண்டா வந்துும் நாங்கள் மண் மட்டும் நீங்கள் அடிக்கிற மாதிரி இருக்கும்
2520, லோடு ஒரு லோடு அடிச்சிட்டிங்கன்னா நாங்கள் சிமண்ட் கூட நாங்கள் வாங்கிட்டுறோமே காசு உங்களிட்டு வாங்கிக்கவோம்
2521, ஆ சரிண்ண சரி
2522, முதல் துப்பாக்கி சூடு நடந்த இரண்டு மணி நேரத்திற்குப் பிறகு இரண்டாவது துப்பாக்கி சூடு நேரிஸ்ஹாலில் நடந்தது
2523, குளிர்பானங்கள் அனைத்தையும் காட்டவும்
2524, வணக்கம் சொல்லுங்கள்
2525, ஓகே
2526, ஓகே மேம் எந்த ஏரியாலேருந்து எந்த ஏரியா இருக்கு மேம் புதுக்கோட்டை பார்ட் ஓகே நீங்கள் அட்ரஸ்
2527, ஓகே மேம் காரைக்குடியிலருந்து ஏசி காரா
2528, எத்தனை பேர் மேம்
2529, எட்டு பேர் போகிற மாதிரனா மினி ஆம்மி தான் மேம் வரும் உங்களுக்கு ஆார் சார்ஜ் பண்ண மாட்டோம் ஏன்னா இனோவால தான் ஹையஸ்ட்டு சிக்ஸ் மெம்பர் போகலாம் அதுக்கு மேலே போகிறா இருந்தால் உங்களுக்கு மினி கேபு மினி பஸ் மாதிரி தான் உங்களுக்கு புக் பண்ணணும்
2530, மினி பஸ்ஸு ஏசின்ினா உங்களுக்கு வந்து எவ்வளோ மேம் ரெட்டு்டுக்குன்னா எவ்வளோ நேரம் ஆகும்
2531, ஓகே மேம் ஒன் ஹார் பேக்கேஜ் போட்டால் தௌசண்ட் எயிட் ஹண்ட்ரட் வரும் மேம் போக வர அதுக்கு மேலே உங்களுக்கு டிரைவர் வருவாங்க த்ரீ ஹார்ஸ் கிட்டேன்னா உங்களுக்கு வந்து செவன் தௌசண்ட கிட்டே வரும் டிரைவர் சார்ஜு சேர்க்காமல்
2532, சிக்ஸ் தௌசண்ட் வராது மேம் பேக்கேஜ் தான் இருந்தாலும் இப்போ வந்து உங்களுக்கு டீசல் சார்ஜ் எக்ஸ்பென்சஸ் அதிகமாயிடுச்சு அதுக்கு மேலே உங்களுக்கு டிரரைைவர்லாம் பய பேர் காசு வந்து கூட கேட்பாங்களல
2533, தௌசண்ட் வராது மேம் கண்டிப்பாக ஏன்னால் நாங்கள் வந்து மினி இது ஒன்று மட்டும் இல்லை ஃபுல்லாகவே பண்ணுறவனால எல்லரும்ும் அப்படி தான் பண்ணுவாங்க மேக்்சிமம் செவன் தௌசண்ட் உங்களுக்கு கம்மியாக தான் சொன்னவேே இ மொதல் வந்து நீங்கள் தௌசண்ட் எயிட் ஹண்ட்ரட்ாக த்ரீயாக மல்டிப்லூ பண்ணி பாருங்கள் ரேட்டு கூட வரும் நான் உங்களுக்கு கம்மியாக தான் சொல்லியிருக்கிறதுே அதுக்கு மேலே உங்களுக்கு எல்லாமே இன்குளூடே ஆகிடுச்சி
2534, ட்ிரைவர் சார்ஜ் பெட்ரோல் டீசலலாம் சேர்த்து ஆக்சுவலாக எயிட் தௌசண்ட் ஃபைவ ஹண்ட்ரட் கிட்டே வரும் சரி நீங்கள் காரைக்குடி நானும் காரைக்குடி தான் சரி ஒரே இதனால் ஹெல்ப் பண்ணலான்னு ஒரு சந்தோஷம் கம்மியாக சொன்னார்
2535, ஆமாம்
2536, ஓகே மேம் நால அன்னக்கு ஓகே உங்கள் பேர் மேம்
2537, ஓகே மேம் உங்கள் நம்பர் நோட் பண்ணிவிட்டேன் உங்கள் டிரைவர் பேர் வந்து அதை வாட்ஸ்அப் பண்ணுறேன் மேம் அவங்க வந்துடுவாங்க டைமிங் கரெக்ட்டாக சொல்லுங்கள் மேம் எந்த டைமிங் மேம்
2538, ஓகே மேம் எயிட் ஃபார்ட்டி ஃபை்கு உங்களுக்கு அட்ரஸு உங்கள் அட்ரஸில் வந்து கேப் வந்துடும் நீங்கள் புக் பண்ணிடலாம் மேம் டுவெல் ஃபார்ட்டி ஃபைக்குள்ளே நீங்கள் இங்கே வரணும் மேம் இல்லைனா உங்களுக்கு சார்ஜ் லைட்டாக ஏறிிகிட்டே போகும் நீங்கள் லேட்டாக லேட்டாக அதான் மேம் ஓகே மேம் ஓகே மேம் ஓகே தேங்க்ஸ்
2539, கீழ்
2540, மேடம் வெஜிடபிள்ஸ் மார்க்கெட்டுங்களா மேடம்
2541, இல்லை நாங்கள் ரெகுலராக உங்கள்கிட்ட கஸ்டமர் தான் இப்போ தான் அபார்ட்மெண்ட்டில் கூடி வந்துிருக்கோம் பக்கத்தில் ஃபிளாட்டில் ரங்கநாதன்
2542, ஆ ர ரெகுலராகவே டெய்லி ஃப்ரெஷ்ஷாகவே நான் எடுத்துக்கிறேன்
2543, இல்லை வீட்டுக்கு தான் வீட்டுக்கு தான் ஒன்யூஸுக்கு தான்
2544, வீக் வீக்லி டூ த்ரீ டேஸ் எனக்கு வந்து கீரை கொடுங்க மீது மற்ற த ஃபோர் டேஸ் வந்து எனக்கு வந்து வீக்லி வந்து வெஜிடபிள்ஸ் வந்து சேஞ்சஸ் பண்ணி கொடுத்துங்கண்ணா ஓகே ஓகே
2545, ரெண்டுமே ரெண்டுமே ரெண்டுமே கலந்து கொடுங்க
2546, சரி மேம்
2547, இன்ன இல்லை எனக்கு ரெகுலர்ாக இன்னொரு ஒன் டூ த்ரீ இயர்ஸ்க்கு இங்கே தான் இருப்பேன் நீங்கள் கண்டிப்பாக பண்ணி கொடுங்க ம்
2548, ரெகுலராக பார்த்திங்கன்னா ஒரு செவன் தேர்ட்டிலேருந்து எயிட் ஓ கிளாாகள்ளே போடுத்துருங்க
2549,  ஆாஃப்ன் வர் தான் அதுக்கு மேற்பட்டு எனக்கு காலையில் ஃப்ரெஷ்ஷாக போயிட்டு வெளியே கிளம்பிட்டோன்னா மறுபடியும் நைட் ஈவினிங் தான் வாட்டுவோம் உள்ளே அதனால்
2550, ஆமாம் மார்னிங்கில் மட்டு தான் கொடுக்க முடியும்
2551, சரிங்க
2552, ம் சரி ஓகே
2553, சரி சரிங்க
2554, ம் சரி சரி
2555, ஆமாம்
2556, சரி சரி ஓகேங்கண்ணா
2557, நான் நான் டேரக்டாக வீக்லி ஒன்ஸ் வந்து டேரெக்டாக வந்து விசிட் பண்ணிவிட்டு வீக்லி ஒன்ஸ் வந்து பே பண்ணிடுறேன்
2558, பே பண்ணுறேன் அப்படி சப்போஸ் வர முடியலன்ற சந்தர்ப்ப சூழ்நிலைக்கு நான் உங்களுக்கு வந்து நேரடியாக வந்து கூகுள் பே ஃபோன்பே பண்ணி விட்டுர்றேன் பையன் வரும்போது கூட
2559, ம் சரி ஓகே உங்கள்கிட்ட அப்புறம் வெஜிடபுள்ஸ் ஆர்கானிக் வெஜிடபுள்ஸ் ஏதாச்சும் கிடைக்குங்களா
2560, சரி நெக்ஸ்ட் டைம் ஆ பரவாயில்ல அ கிம்மாக கிடைக்கும்போது இன்றும் பிரச்சனை இல்லை அதது நீங்கள் ட்ரை பண்ணி பாருங்கள் கிடச்சிச்சன்னா எனக்கு சேட்டிஸ்ஃபேக்ஷனாக இருக்கும் இன்னும் நல்லா பெட்டராக இருக்கும்
2561, சரிங்க
2562, சரி ஓகே மேடம் ரொம்ப நன்றி
2563, சரி ம் சரி
2564, நான் குளிக்கினோம்ன்னா நீச்சல் அடிக்கிறதுக்கு வந்து குளம் ஆறு ஏரி கடல் கூட பிடிக்கும் ஆனால் கடல் என் பக்கத்தில் இல்லை அதனால் வந்து இப்போ நான் குளிக்கினோன்னா பக்கத்தில் இருக்கிறது எங்களுக்கு வந்து குளம் ஏரி
2565, அ நல்லா நீச்சல் அடித்துு குளிக்கிறதுக்கு எங்களுக்கு பிடிக்கும் நல்லாயிருக்கும் நாங்கள் வந்து கிராமப்புறம் இப்போ கிராமம் இருக்கிறதுக்கு கிராமத்துினால
2566, ஏரியில் ஆற்றல குளிக்கலான்னு கூட ஆசை இருக்குது அங்கே இல்லை அதனால் இப்போ வந்து நாங்கள் வந்து குளம் இருக்குது ஏரி இருக்குது அதில் நீச்சல் அடிப்போம் நல்லா நீச்சல் அடித்துு குளிப்போம் போவோம் வரும்ம் பசங்கள் எல்லாம் நாங்களலாம் போய்டட்டு கூட குளித்து அந்த நாளில் பசங்கள்லாம் கும்பலாக போய் சேர்ந்து குளித்தோம்
2567, இப்போ இருக்கிற வயசுக்கு தகுந்த மாதிரி இப்போ இருக்கிற ஆளுங்காம் நாங்கள் போய் குளிப்போம் குளிச்சிட்டு தான் வருவோம் இப்போ இருக்குது எங்கள் பக்கத்தில் இருக்கிறது வந்து ஏரி குளலா இருக்குது இப்போது
2568, எங்களுக்கு வந்து ஆறுலாம் பக்கம் இல்லை அப்படின்னும் போோது நாங்கள் வந்து ஆற்ற கூட குளிக்கலாம் இல்லை கடல்லயே கூட குளிக்கலான்னு ஆசை இருக்குது கடலில் குளிக்கலான்னா இங்கேருந்து சென்னைக்கு போனதான் பாண்டிக்கு போனதான்
2569, நாங்கள் இருக்கிற ஏரியாவல இல்லை அதனால் நாங்கள் இப்போ குளிக்கணோனா எங்களுக்கு தேவையானது என்னென்னா குளம் ஏரி
2570, அதது தான் எங்களால் குளிக்க முடியும் இப்போதைக்கு தேவைனால்ா நாங்கள் போய் அங்கே குளிச்சிக்குவோம் எல்லாம் எங்களுக்கு ஆசை இருக்கது தான் அதான் வேற ஒன்றும் இல்லை
2571, என்னுடைய ஏர்டெல் மனி வாலெட்டில் இன்னும் எவ்வளவு பணம் உள்ளது
2572, ஐசிஐசி பாக்கெட் வாலண்டில் கடைசியாக ஸ்கேன் செய்த கியூஆர் குறியீட்டுக்கு ட்ரிப்ஸ் என்று குறிப்பிட்டு மேலும் ரூபாய் மு்நூறு அனுப்பவும்
2573, ஆ ஹலோ சார் அசதா டிராவல் ஏஜென்சியா
2574, ஆ சார் நாங்கள் கொடைக்கானல் டூர் போகலான்னு பிளான் போட்டிருக்கோம் ஃபேமிலியில் எல்லோார அதை பற்றின டீடெயில்ஸ் வர முடியுமா எவ் நீங்கள் எவ்வளோ வாங்குவீங்க பேமெண்ட்டு
2575, ஒரு எட்டு பேர் போகிறோம் சார்
2576, ஆ ஓகே சார்
2577, ஏதாச்சும் டிஸ்கவுண்ட் பண்ண முடியுமா சார்
2578, ஆ சரிங்க சார் எங்களுக்கு அடுத்த வாரம் திங்கட்கிழம கிளம்புறோம் அப்போது வந்து அவைலபுளாக இருக்குமா சார்
2579, ஆ ஓகே
2580, ஆ ஓகே சார் எங்களுக்கு வந்து ரெண்டு நாள் தேவைப்படும் ரெண்டு நாள் அங்கே இருந்து நீங்கள் பார்த்து கூட்டிகிட்டு வருவீங்கள்ல்ல
2581, ஆ சரிங்க சார்
2582, ஆ ஓகே சார்
2583, இல்லை சார் நாங்கள் வந்து உங்களுக்கு டவுட்னால்ா வது இந்த நம்பருக்கு கால் பண்ணலாம்ல
2584, ஆ ஓகே சார் ரொம்ப நன்றி சார்
2585, வந்து ஆட்டுக்கோ மாட்டுக்கோ நாங்கள் வச்சுிருக்கறோம் ஐயோ வந்து அதுக்கு வந்து கொட்டாம ஆட்டுக்கு கொட்டா
2586, ஆட்டுக்கு கொட்டா தனித்தனியாக வச்சு நாங்களே தான் அதை பார்த்துக்குறோம் அாரும் ஆளுகளும் கிடையாது நாங்களே அதை வந்து பில்லு போடுவோம் தழ போடுவோம் அது அதுக்கு தனித்தனியாக நாங்கள் தான் நாங்களே பார்த்துக்குறோம்
2587, வந்து பொங்கலுக்கும்போது அது ஆட்டுக்கு மாட்டுக்கெலாம் வந்து நல்லா குடுப் குளிப்பாட்டி அதுக்கு வந்து வர்ணம் அடிச்சு நாங்கள் பொங்கலுக்கு போட்டு வச்சு அதெல்லாம் நல்ல நல்லபடியாக அதை வந்து நல்லா வச்சுிருப்போம் அது மாதிரி பொங்கல் தண்ணி எரிப்போம்
2588, மாட்டுக்கு ஆட்டுக்கும் அது மாிரி பொங்கல் வச்சு ஆட்டுக்கு அரிப்போம் பொங்கல் தண்ணி அரிப்போம் நாங்கள தனித்தனி தான் கொட்டா போட்டு தனித்தனி தான் நாங்களே தான் ஆளு கழ வைக்கில நாங்களே தான் வச்சு பராமரி பண்ணிக்கிறோம்
2589, எனது பாஸ்புக் அறிக்கையை பெற விரும்புகிறேன் என்னுடைய இபிஎஃப்ஓ பதிவு செய்ெயப்பட்ட மொபைல் எண் மற்றும் ஆறு இரண்டு ஐந்து ஒன்பது ஒன்று எட்டு ஐந்து ஒன்று நான்கு ஆறு ஏழு ஒன்பது என்ற யுஏஎஎன் எண் பயன்படுத்தி லாகின் செய்யவும்
2590, ஹலோ
2591, ஆ ஆமாம்ங்க சொல்லுங்கள்
2592, ஆ
2593, ஆ சரிங்க
2594, ஆ சரிங்க
2595, ஆ தைிர மன்கு அது ஸ்டார்ட்டிங் லேட்டு பத்துரூபாயிலேருந்தே இருக்கு
2596, நீங்கள் சைஸு பொறுத்து பெருசாக வேணும்னாலும் எடுத்துக்கலாம் இல்லை சின்னதாக வேணும் டப்பாவோட வாங்கிக்கிறே அப்படின்னாலும் ஓகே
2597, ஆ மில்கி பார் ஒ ஒரு கிலோ பாக்கெட்டும் இருக்கு அதுவும் இல்லாமல் ஃபாரின் சாக்லேட்டும் நிறையா இருக்கு
2598, காரிங் சாக்லேட்லாம் ஒன்று வந்து பதினஞ்சு ரூபா
2599, நீங்கள் வந்து கிலோ கணக்கில் செய்யணும் அப்படின்னு சொன்னீங்கன்னா நாங்கள் செஞ்சு அதுக்கேற்ற மாதிரி ரேட் போட்டு கொடுப்போம்
2600, கொஞ்சம் கம்மியாகவும் வாங்க
2601, கிலோலாம் ஒரு நானூறுூபா வரும்
2602, அது நீங்கள் சாக்லேட் ஆ சாக்லேட் பொறுத்து இருக்குது
2603, இங்கே உள்ள பிராண்டெல்லாம் பாரக்கெட் எடுத்திங்கன்னா நூறுூபா வரும் மில்கி பார் டைரி மில்க்லாம்
2604, இல்லை சாக்லேட்டாக வேணும் அப்படின்னா ஐம்பது ரூபா பாக்கெட்டும் இருக்கு
2605, நேச்சுரலாக ப்ரோடக்ட் பண்ணுறோம்
2606, ஆ கண்டிப்பாக நிறையா வாங்கறப்போ அப்போ லெஸ் பண்ணி கொடுத்துருவோம்
2607, ஆ கார்டும் எ ஆ அக்செப்ட் பண்ணிக்குோம் பே ஜிபேயில் அனுப்புணும்னாலும் ஓகே தான்
2608, ஆ சாக்லேட்டும் நல்லா குவாலிட்டியாக இருக்கும்
2609, ஆ சரி
2610, ஆ ஓகே
2611, ஆ மே
2612, ஹலோ வணக்கங்க
2613,ங்க நான் விழுப்புரத்தலரு தாங்க பேசுகிறேன் இது பழக்கடைங்களாங்க
2614, சரி சரி இல்லைங்க இது எங்கள் வீட்டில் பாப்பா கொஞ்சம் உடம்பு சரியலை டாக்ட்ருங்க வந்து இது ஆப்பிள் பழம் ஆரஞ்சு பழம் கொய்யா பழம்லாம் கொடுக்க சொல்லியிருக்காங்க
2615, ஆ அது ஃப்ரெஷ்ஷாக இருக்குங்களாங்க
2616, இல்லைங்க பக்கத்து வீட்டில் ம் பக்கத்து வீட்டில் சொன்னாங்கங்க இங்கே உங்கள் கடையில் நல்லாயிருக்கும் ஃப்ரெஷ் சூப்பர் மார்க்கெட்னால்ான் நல்லாிருக்குன்னு சொல்லி சொன்னாங்க சரி அதுதான் ஃப்ரெஷ்ஷாக வாங்கி கொடுக்கலாம் அப்படின்ட்டு கூப்பிட்டுருங்க
2617, சரி சரி சரிங்க
2618, ஆ சரி
2619, இல்லைங்க மேடம் இப்போ இப்போதக்கு எங்களுக்கு அது வேணும் ஆப்பிள் எவ்வளோங்க கிலோ
2620, சரி சரி நல்லாிருக்கும் இல்லைஙா
2621, சரி சரி
2622, சரி சரி சரிங்க
2623, சரி சரி
2624, சரி சரி சரி
2625, ஆ ஆரஞ்சு பழம் எவ்வளோங்க கிலோ
2626, ஆ சரி சார்
2627, சரி சரி சரிங்க அப்போ அது ரெண்டு கிலோ இது ரெண்டு கிலோ கொய்யாக்கா் வந்து இந்த வெதை வந்து மெலிசாக நாட்டு கொய்யான்னு சொல்கிறாங்க இல்லைங்களா அது இருக்குங்களா
2628, சரி சரி சரி அந்த கொய்யாக்கா ரெண்டு கிலோ கொடுத்துருங்க இது மூணு ரெண்டு ரெண்டு கிலோ கொடுத்துறங்களா
2629, எனக்கு இந்த ஆப்பிளு கொய்யா ஆரஞ்சு குழம் இது மூணும் வேணும்ங்க ரெண்டு ரெண்டு கிலோ வேணும் நீங்கள் எப்படி டெலிவரி வீட்டுக்கே டெலிவரி பண்ணிவிடுவங்கள்ல
2630, ஆ சரி சரி
2631, கொஞ்சம் ஓரளவுக்கு பெரிய பொண்ணுதாங்க
2632, ஆ
2633, ஆ அப்படிங்களா அத்திப்பழம் நல்லதுங்களா என்ன
2634, சத்திப்பழம் நல்லதுங்களாங்க
2635, சரிங்க
2636, சரிங்க
2637, ஆ ஆ இருக்குே இருக்குே சொல்லுங்கள்
2638, இல்லைங்க பேர்ச்ச மளம் இருக்குது வீட்டில் இது இந்த மூணு பழமும் ரெண்டு ரெண்டு கிலோ கொடுத்துருங்க அத்திப்பழம் மட்டும் ஒரு கிலோ கொடுங்க நாங்கள் இப்போ யூஸ் பண்ணி பார்க்கறோம் பார்த்துட்டு அப்புறம் வேணனா வாங்கிக்கிறேன்
2639, இல்லை இல்லைக்க இது டெலிவரி கொடுத்துடறீங்களாங்க இப்போ ஏன்னா இப்போ தான் ஹாஸ்பிட்டல்லருந்து வந்தோங்களா நாங்கள் அான் உடனே வர முடியல
2640, ஹோம் டெலிவரி
2641, ஆ நூற்றி ஐம்பத்தி ஏழு
2642, கராாமப்புள்ள தெரு
2643, அண்ணதனப்பட்டி
2644, விடு போகிறோங்க
2645, ஆ
2646, அப்படி சரி ஆ சரி பரோன் ஆ அண்ண ஆ சரிங்க சரிங்க நன்றிங்க
2647, எங்கள் வீட்டில் வந்து நான் என் தம்பி தங்கச்சி எங்கள் வீட்டுக்காரங்க அடுத்து தாத்தா பாட்டி
2648, இவ்வளோ பேர் இருக்கும் எங்கள் வீட்டுக்காரவங்க வந்து வேலைக்கு போயிட்டுு வந்துடுவாங்க வேலைக்கு போயிட்டு கடையில் காய்கறி வாங்கிகிட்டு வருவாங்க அவங்க காய்கறி வாங்கிகிட்டு வந்தால் நான் வீட்டில் சமையல் பண்ணிடுவேன்
2649, கமி பனால்ா அப்புறம் பாத்திரங்கள் வாாங்க பாத்திரம் அவங்க பாத்திரம் கழுவுனோன்னா நான் வந்து சோறு பொங்குவேன்
2650, அடுத்து அவங்க தண்ணி எடுத்தால் நான் வந்து வாசல் தூற்று வீடு தூப்பேன் ரெண்டு பேரும் வேலை சரி பதமாக வேலை பார்ப்போம் என் தம்பி வந்து கடைக்கு எதாவது போணுனா என்னைக்காச்சும் ஒரு டைம் கடைக்கு போனால்ா கடைக்கு போய்ட்டு வருவான்ம்
2651, தங்கச்சி வந்து அவாள் வீட்டில்ருந்து வேலைக்கு போவாள் அவளுக்கும் நான் தான் சமைச்சி கொடுக்கணும்
2652, அடுத்து வந்து பாட்டி வந்து வயசாயிட்டு அவங்களால் வந்து நடக்க முடியாது அதனால் அவங்களுக்கும் நான் தான் சமைச்சி கொடுக்கணும் அடுத்து தாத்தா தாத்தாவாலேையும் நடக்க முடியாது அவங்க துணிை நம்ம தான் துவைச்சு போட்டு அவங்களையும் நான் தான் பார்த்துக்கிடுவேன் நான் பார்த்துட்டு அவங்க என்ன நான் நான் என்ன சாப்பாடு பண்ணி கொடுத்தாலும் சாப்பிட்டுக்கிடுவாங்க நான் எது பண்ணிணாலும்
2653, குறை சொல்ல மாட்டாங்க அந்த மாதிரி அவங்க பார்த்துக்குருவாங்க நானும் அவங்கள பார்த்துக்குடுவேன் நல்லா பார்த்துக்குறேன் பாட்டி தாத்தா அப்புறம் வந்து பாட்டியோட துணி துவைக்கிறது பாட்டிக்கு கடைக்கு போனால் கடைக்கு போய்டிட்டுு வந்துடுவேன்
2654, பாட்டி
2655, காய்கறி ஏதாச்சும் வாங்கனா கூட நான் தான் வாங்கிகிட்டு வருவேன் நான் தான் பாட்டிக்கு வாங்கி கொண்டு வந்து கொடுப்பேன்
2656, அவங்களும் எதுவும் சொல்ல மாட்டாங்க காய்கறி வாங்கி கொடுத்தோன்னா அவங்களும் சா சரி வாங்கிகிட்டு வந்துட்டா அப்பயத்தி ஆனால் அவங்களால் நடக்க முடியாது நம்ம தான் நடந்து போய் வாங்கிட்டு வரணும் அப்படி சொல்லிட்டு வாங்கிட்டு வருவேன் அத்து தம்பி கொஞ்சம் வேலை பார்ப்பான் அப்புறம் என்னைக்காச்சும் ஒரு நாள் வேலை பார்க்க மாட்டான் அதுப்புறம் நம்ம தான் நான் தான் கடைக்கு போய் நானே காய்கறி அது இது வாங்கிகிட்டு வந்துருவேன் வாங்கிகிட்டு வந்து அவனுக்கு கொடுத்துட்டு
2657, எனது ஆதார எண் ஆதார அடையாள நான் பதிவிற்க செய்ய வேண்டும் எனது ஆதார எண் முப்பத்தி ஏழு தொண்ணூத்தஞ்சு பதினாறு எண்பத்தி ஒம்பது எண்பத்தஞ்சு எண்பத்தெட்டு மற்றும் ஓடிபி நாற்பத்தி ஒன்று எழுபத்தி நாலு ஆகும்
2658, குட் மார்னிங் சார்
2659, இ பையன் டண்ட முடிச்சட்டாங்க
2660, ஆமாம் மே கூிட்டு உங்கள் ஸ்கூலில் சேர்க்கணும்னு ஆற்றைப்படுறேன்
2661, அதுக்கு அங்கே எதாவது பறிட்சை வச்ச எதாவது எழுதணுங்களா
2662, மார்க்க் இல்லைய அவன தாங்க கேட்கணும்
2663, அது எப்படி ந நார்மலாக எதாம் ஒரு நானூறுக்கு மேலே இருக்குங்க
2664, ஆ சரியப்பா
2665, ஸ்கூல்லா
2666, சரி
2667, ஆ சரி ஓகே சார்
2668, வணக்கம் மேம்
2669, மேம் பிரின்ஸ்பல் மேம் நீங்கள் தானே
2670, ஆ மேம் நான் நீடாமங்கலத்தலருந்து வரேன் என் பொண்ணு வந்து டென்து கம்ப்ளீட் பண்ணியிருக்கா
2671, ஆ இங்கே நான் விசாரித்தேன் திருவாரூரில் எந்த ஸ்கூல் பெஸ்ட்டுன்ட்டு நான் பக்கத்தில் உள்ளவங்க இங்கே எல்லாரிட்டையுமே என் என் கூூட ஒர்க் பண்ணுறவங்க கிட்டலாம் விசாரித்தேன் உங்கள் ஸ்கூல தான் எல்லாருமே சொல்கிறாங்க அதான் என் என் பொண்ணுக்கு வந்து லெவன்த்துக்கு அட்மிஷனு்காக உங்க கிட்ட பேசலாம் அப்படின்ட்டு வந்தேன் மேம்
2672, அவங்க ஃபோர் செவன்ட்டி டூ வாங்கியிருக்காங்க மேம்
2673, பயாலஜி மேக்ஸ் இருக்கும்ல மேம் அது வேணும் மேம்
2674, ஓகே மேம்
2675, வேன் ஃபெசிலிட்டி எதுவும் இருக்கா மேம் அவ்வளோ தூரத்துக்கு உங்கள் ஸ்கூலில்
2676, ஓகே மேம் அப்போது ஹாஸ்டல் வேன் தான் நாங்கள் வேனுக்கே எங்களுக்கு ஓகே மேம் இதுக்கு வேறு எதுவும் எக்ஸாம்லாம் எதுவும் இருக்கா மேம் உள்ளே வரத்துக்கு என்ட்ரன்ஸ் எக்ஸாம் மாதிரி
2677, ஓகே மேம்
2678, ஓகே மே
2679, ஓகே
2680, ஓகே மேம் அப்போ என்னோட ஹஸ்பண்ட கிட்ட கேட்டுட்டு நான் உங்களுக்கு இதுக்கு மட்டும் சொல்கிறேன் ஹாஸ்டல்லையா இல்லாட்டி வந்துட்டு போகிற மாதிரியா மோஸ்ட்லி ஹாஸ்டலில் தான் விடுறதுக்கு அப்போது நாங்கள் பார்க்கணும் ஏன்னால் நீங்கள் இவ்வளோ தூரம் கோச்சிங் கிளாஸ்லாம் இருக்குன்னு சொல்லும்போது
2681, ஆ நான் எதுக்கும் ஒருத்தடவை என் ஹஸ்பண்ட் கிட்டே டிஸ்கஷன் பண்ணிவிட்டு உங்களுக்கு சொல்கிறேன் இது ஃபீஸ்லாம் எப்படி மேம்
2682, ஆ எக்்சப்டு ஹாஸ்டல் ஃபீஸா மேம் இல்லை எல்லாமே இன்க்ளூடடா மேம்
2683, ஓகே மேம்
2684, ஓகே மேம் அப்போது என் பொண்ணுக்கு இங்கே அட்மிஷன் போட்டுடலாமா மேம் இனைக்கே பண்ணிடலாமா மேம்
2685, ஓகே மேம் சரி மேம் பொண்ணு அழைச்சிட்டு வரணுமா மேம்
2686, ஓகே மேம்
2687, ஆமாம் மேம்
2688, ஓகே மேம் தேங்க் யூ மேம்
2689, ஒன்பது ஐந்து நான்கு ஏழு பூஜ்ஜியம் ஒன்பது ஒன்று பூஜ்ஜியம் ஒன்று பூஜ்ஜியம் ஒன்பது என்ற மொபைல் எண்ணுக்கு தடுப்பூசிப் பதிவை தொடர்வதற்கான உங்கள் எம்பிஐஎன் எட்டு இரண்டு இரண்டு நான்கு
2690, வாங்க மேம் வந்து உடக்காருங்கள் மேம் என்ன வேணும்ன்னு சொல்லுங்கள் மேம் நான் ஒன்று
2691, ஓகேங்க மேம் சிக்கன் பிரியாணி மட்டன் பிரியாணி வெஜ்ஜு வெஜ் நூடுல் எக் நூடுல் இருக்குங்க மேம் பரோட்டா இருக்குது ஜில்லி பரோட்டா தோசை மசாலா பூரி பட்டர் நான் பட்டர் சிக்கன் சிக்கன் மசாலா விற்று சப்பாத்தி இருக்குங்க மேம் உங்களுக்கு என்ன வேணும்ன்னு சொல்லுங்கள் மேம்
2692, பட்டர் மோன் பட்டர் சிக்கன் மசாலா வித் சப்பாத்திங் மேம் அப்புறம் சிக்கன் பிரியாணி மட்டன் பிரியாணி எக் ரைஸ் இருக்கு மேம் உங்களுக்கு என்ன வேணும்ன்னு சொல்லுங்கள் மேம்
2693, ரேட்டு ரேட நார்மலாக தான் மேம் இருக்கும் ஒரு ஆ யெஸ் மேம்
2694, உட்காருங்க மேம் என்னென்னு சொல்லுங்கள்ங்க மேம்
2695, ஓகேங்க மேம்
2696, ஓக
2697, ஓகேங்க மேம் ரெடியாக ஒரு ஃபைவ் மினிட்ஸ் ஆகும் மேம் கொஞ்சம் உடக்காருங்க மேம்
2698, வேறு ஏதாவது ஜூஸ் எதாவது கூல் ட்ரிங்ஸ் ஏதாவது காஃபி எதாவது சாப்பிட்றீங்களாமா
