id,w2v
787, મ સ ન ી   થ 
788, 
789, સ ં ગ   દ વ ા ર ા   મ ા ણ સ   મ ો ક ા   સ ા   છ ે   મ ા ર ા   પ ્ર મ ા ણ ે શ ક ો     સ ગ ી ત   જ ી વ ન માં  આ પ ણ ે   જ ે   
790, અ ન ુ ઘ વ   ક ર ત ા  હ ો   મ ા ર જ ો   આ પ ે   હ ો ય ન ે   ક ો ઈ   ગ ી ત ા મ ળ ત ા ત ર ત   પ ્ર સ ં ગ   થ ઈ  જ ા ય   છ ે   આ પ ણ   મ ન   પ સ ં દ ગ ી   ખ ા ં ી ન ા   પ ા ત   
791, ઇ   ત ર ફ   પ્ મ િ ટ   થ ઈ   જ ા ય   છ ે   અ ને   આ પ ડ ે   દ દ ા શ હ ો એ   ભ ૂ લ ી   જ ા ય   છ ે ન   પ છ ી  આ પ ડ ે   ખ ુ શ   થ ઈ  જ ા ય   છ ે   
792, અ મ ે   ઘ ર ે ઘ   ન વ ા   જ ુ દ ા ા  પ્ ર ક ા ર ન ા   સ ર બ ત ો   બ ન ા વ ી   છ ે   જ ે મા ં   ક ે   દ ૂ ધ મ ા  ન ા ખ વા ન   પ ા ણ ી માં   બ ન ા વ ા ન ા   વ ર િ ય ા ળ ી ન ો   સ ર બ   સ   વ ગ ે ર ે   સ ર બ ત ો   ધ   બ જ ા ર મ ાં  મ ળ ત ા  હો ય  છ ે   
793, પ   લ ી મ ુ ન ુ   સ ર વ ચ્ ચ ે   ન ે   ભ ા   સ બ ત ે   ન ે ચ ર લ   છ ે   ત   ક ી   પ ણ   ન ુ ક સ ા ન   ક ર ત ુ ં   ન થ ી   બ હ ા ર થ ી   સ ર બ ત   લ આ વ   ર ો જ   છ ે   ખ સ ન ુ   છ ે   ત ે   દ ૂ ધ મ ા ં   બ ન ા વ ી એ   ત વ ી     ચ ો ક મ   દ ક ા ન  છ ે   ત ે મા ં થ ી   ખ ર ી દ ી  લ ા વ ી   
794, ઘ ર ન ા   સ ર બ ત ો મ ા ં   વ ા મ જ ા નહ ીં  આ વ પ ણ  હ વ ે   ચ લ ાવ વ ું  પ ડ ે   ત ી  આ પ ણ ે   પ ણ   ઘ ઘ ર ન ા   જ   સ ર ત ો   ઘ ર નું   બ ન ા વ ે લ ા  વ ધ ા ર ે  સ ા ર ા  હો ય  છ ે   
795, ભુ ન ા ણ ા મ ાં   ત ો   ચ   ભ ા વ ે ન ી   એ ટ લ ે   ક ો ઈ પ ણ   ગ ે સ   વ ે  એ ટ લ ે  આ પ ણ ે   બ ન ા વ ી એ   સ ર બ  બ ન ા વ ી   છ ે   
796, લ ગ ભ ગ   જ   દ ૂ ધ ન ા  સ્ત ર વ ત મા ં   દ ૂ ધ મ ં જ  આ પ ી  દ ે   
797, એ મ ા ં   ખ ન ુ   સ ર   ક ્ ર ી ન   ક લ ર  આ વ ે   પ ણ   સ ા ર ું   લ ા ગ ે   અ ન ે   આ   પ ણ   સ ા ર ું લ ા ગ ે   
798, સ ર બ ત ો   ત ો   ઉ ન ા ળ ા મ ાં  વ ધ ા ર ે   પ ી વ ા ય   જ ે વ ું   ક ે  અ મ ે   ભ ર ય ા ણ  સ ર બ ત  ઘ ર ે   બ ન ા વ ી ે   સ ા ક ર   અ ન ે   ભ ર િ ય ા ી ન ે   ા ી ન ે   ઘ ર ે   બ ન ા   ે   ત ે   પ ણ   ઘ ૂ ણ ક ા ર ી   પ ણ   વ ધ ા ર ે   છ ે   
799, વ ર ્ યા ન ા   સ ર બ ત મા   ટ ે સ ્ટ  વ ધ ા ર ે  સ ા ર ું લ ા ગ ે   અ ન ે   પ ી વ ા મ ાં   ી   સ ા ર ુ ં   હ ે મ ાં   પ ણ   સ ા ર ુ ં   પ ે વ ું   જ ો ઈ એ   મ   સ ર બ ત   પ ણ   વ ધ ા ર ે   સ ા ર ું   એ   પ ણ   ક ા મ ન ુ   છ ે   
800, એ  બ ધ ા  સ ર બ ત   બ ે   ન ે ચ ર લ  હ ો ય  ત ે  સ ર બ ત   ક ા મ   હો  ત ે  વ ધ ા ર ે   પ ે વ ા   વ ધ ા ર ે   સ ા ર ા   
801, લ ખ ા ન   ન ે   એવ ું  બ ધ ા ર ે  આ વ ે  એ ટ લ ે એ ન  ક ા   ઘ ન ા   સ ર વ ત  હો ય  ત ો   વ ધ ા ર ે  સ ા ર ા   ન   સ ર ચ ે મ   સ ર બ ચ   ચ ે   જ ક ો ક મ ન ું   સ ર બ ચ   છ ે અ ન ે ન સ   બ ન ા ત ા   હ ો ય   છ ે   
802, ઘ ર મ ાં   બ ન ા ય   ત ે  વ ધ ા ર ે   સ ા ર ા   બ ા ર ન ા   બ જ ા ર ના  હ ો ય  ત ે  અ ં દ ર   ખ ા ન ો  એ   ધ ા ર  ન ા ખ ે લ ી   હો ય   એ ટ લે  એ ન ા   ક ધ ા   ઘ ર ે   બ ન ા વ ે લ ા   ત ો  વ ધ ા ર ે   સ ા ર ા   ન ે   એ વ ા   સ ર ત ો    હ મ ે શ ા   ે વ ા  જ ો ઈ એ   
803, 
804, છ ત ્ત ી સ ગ ઢ   ઉ ત ર ા ખ ં ડ   મ હ ા ર ા ષ ્ટ્ર  ર ા જ સ્ થ ા ન   ક ે ર લ ા   
805, હ ા લ ો   અ ર ્જ ણ ભ ા ઈ   હ ુ ં   ક ર ો     ત મ ા ર ે   ક   હ ા લ   ફ ો ન   બ ો ન   ક ા   ક ર ત ા   ન ે   
806, હ ા આ વ ડ   ફ ો ન   બ  આ વ ત ો ન ા   ચ ૂં ટ ણ ી મા ં   ક ા ર ર મ ત ા ન ે ે બ ધ ા   થ ય     
807, હ ા વ ી   આ   બ ધ ા   ભ ા વ ા ળ   ક ો ં ગ રે સ   વ ા ળ ા   ડ ી   આ ત ા મ ા ર   ા   ક ો ણ   ટ ા ઈ મ   પ ા સ   ક ર ે  એ વ ું   છ ે   વ ચ ા ર ે ત ો  આ પ ણ   મ ળ વ ા ન ું   છ ે ન ા   પ ણ ર સ   છ ે   
808, હ ા   એ   બ ધ ા  એ ન ા   ક ી સ ા   ભ ર વ ા ન ું   ક ા મ   ક ર ે   એ   ક ો ય   બ ા પ ન ો   દ ી ક ર ો  અ ન ે   ત ા પ ણ ે  આ પ ી   દ વ ા ન ુ   છ ે   એ   આ પ ણ ે   બ ધ ુ ં   ક ર વ ા ન ું   છ ે  આ પ ણ ા   પ ૈ સ ા   મ ો   ક ર ે લ ો   
809, લ ો ક   આ ય ા   ર ા જ ક ા ર ણ મ ાં   ક ો ઈ   દ ી પ ડ ા ઈ ન ી   ભ ગ વ ા ન નું   બ ા   ન ા મ   લ ે વ   ા ી   જ વ ે ા ન   
810, એ   ક ે મ   ક ો ં ગ ્ર ે સ   છ ે   ક ા ત ત મ ા ર ા   હ છ ક ા   ન ા ખ વ ા   થ ા ય ન ે   વ ા ની   એ ે ે ો હ ો ય   એ ે   ત   આ વ ે   ી વ ા ે   ત મ   ક ર ન ે   
811, મ ન ે ભ ા ઈ મ ક ા   ર સ છ ે ન ી   અ હ ા   છ ુ ક ન મ ન ે   ક ા   ર સ   ન થ ી   ર ા જ ક ા ર ણ  બ ા બ ત  આ પ ણ ન ે   ક ર ન ી   આ પ   બ સ   
812, એ વુ ં   લ ા ગ ે ક ્ ર ી   હ ો ય   ત ો   આ ત ો   મ ા ર ી   આ વ ી   ભ ગ વ ા ન ન ા   બ ે   ન ા મ   લ ઈ   ખ ા ઈ   પ હ ુ ઈ   જ ન ા   વ ર ્ સ ા દ વ ર ે   
813, ભ ૈ જ ા ન ે   ો   પ્ રો ગ ્ રા મ   ક ર શ ો   મ ો જ   ક ર ુ   ર ા જ   ે   ક ર ુ   ક ર ે    આ પ ણ ે   ન ા ખ ી   જ વ ા ન ા   ન થ ી   
814, એ ે ક ા હ ા ક ા મ ુ ે   આ પ ણ ે ો ન   મ ં દ િ ર   બ ન ા   ર ા   ભ ગ વ ા ન ુ   ુ   ક ા મ   છ ે   પ ણ     પ ્ લિ ક ન ી     ય ુ પ ી મ ા   જ વ ા ન ી ન ા   મ ો દ ી ન ે ન ે   ન ા   બ ધ ા   ક ો ં ગ્ર ે સ ન ે       મ ં દ િ ર મ ો દ ી લ   ક ો ં ગ ્ રે સ ન ે     બ ધ ા     ખ ે લ ે   ક   ગ ા ી ે ા   ક ો ળ છ ે ી 
815, હ ા   ત વ ા ં ત ો ન ે   સ મ ે લ ો   ન ી   ક ો ન   
816, 
817,   
818, છ ો ક ર ા મા ે ર જ ા   જ દ િ વ સ   
819, ા ર ા   
820, એ   ત ો   ફ ર વ ા   જ વ   છ ે   અ ન ે ા   મ ે ર ે જ ુ   છ ે   મ 
821, ે   
822, બ ધ ા   જ છ ે ર ે   હ મ  બ ધ ા   જ શ ો   ત ો   
823, ગ ન   
824, છ ે   
825, ું  ત મ ા ર ી   જ ો ડ ે છ ે   
826, 
827, બ ી ચ ી ે   
828, પ   
829, એ મ ન ે   ફ ો ન   ક ા   ો ડ ો   સ મ જ ા વ ન   ક ર ી 
830, હ ા ક ક ર ી વ ા ન ા   ે 
831, 
832, ક ી   
833, સ ા ર ુ   થ ો ડ ય   
834, હ ત ો   છ ે   
835, હ ા   પ ણ   ટ ા ઇ મ   મ ળ ી   ગ ત 
836, ા ર ી છ   
837, 
838, 
839,કો ઈ પ ણ   પ ર િ સ ્ થ િ ત િ   ક ે   ઘ ટ ન ા ન ુ   વ ર ્ ણ ન   જ ે ન ે   આ પ ણ ે   ક ા ગ ળ   પ ર   ર ંગ બ ે  ર ં ગ ી   ર ં ગ ો થ ી   ર ં ગ ી   અ ન ે   ત ે ન ું   વ ર ્ણ ન   ક ર વ ા મા ં આ વ ે   ત ે   ચ િ ત ્ ર ા   ચ િ ત ્ ર ક લ ા   એ   હું   મ ા ર ા   મ મ મ ી   પ ા સ ે થ ી  શ ી ખ ી   હ ત ી   ત ે મ ા 
840, પ ે લ ા   શ ર ૂ આ ત મ ા ં   હ ું   શ ા ળ ા   ક ્ષ ે ત ્ર મ ાં   પ ણ   અ મ ુ ક   અ લ ગ  અ લ ગ   સ પ ર ્ ધ ા ઓ મ ાં   ભ ા ગ   લ ઈ ન ે   ચ િ ત ્ ર ક લ ા ન   
841,ભ ા ગ લ ી   અ ન ે   આ ગ ળ વ ધ ી  હ ત ી   ચ િ ત ્ર ક લ ા   એ   મ ા ર ા   જ ી વ ન ન ુ   મ હ ત્ વ ન ું   અ ન ે   મ ન ે   પ્ર ો ત ્ સ ા હ િ ત   ક ર ત ું   એ ક   ક લ ા ક ા ર ્ય   છ ે   આ   ક લ ા  ક્ષ ે   ત ્ર ે   મ ેં   
842, આ ગ ળ   ઘ ણ ી   બ ધ ી   પ ્ર ગ ત િ ન ા   મ ા ર ્ગ દ ર ્ શ ક ો   સ ા થ ે   મ ળ ી   અ ન ે   ત ે મ ન ા   મ ા ર્ગ દ ર્શ ન   હ ે ઠ ળ   મ ે ં   આ  ક ્ષ ે ત ્ર મા ં   ક ા ર ્ય   ક ર ્ યું   ચ િ ત ્ર ક લ ા   એ   મ ા ર ા   
843, સ ્ વ ા ભ ા વ મ ાં   પ ણ   ઉ ત ર ી  આ વ ી   છ ે   ચ િ ત ્ ર   ક લ ા મ   મ ા   મ ન ે   છ ા   ચ િ ત ્રો  ખ ૂ બ  જ  ગ મ ે   છ ે   ત ે   સ િ વ ા ય   પ્ર ા ક ૃ ત િ ક   ચ િ ત ્રો   અ ન ે   
844, કો ઈ પ ણ   સ ્ થ િ ત િ   ક ે   ઘ ટ ન ા ન ે   ક ા ગ ળ   પ ર   ઉ ત ા ર વ ા ન ી  ક્ષ મ ત ા   ધ ર ા વ ી  શ ક ુ   છ ું   ચ િ ત ્ ર ક લ ા મ મ ા ં   મ ન ે   આ ગ ળ   પ ્રો ત્ સા હ ન   આ પ વ ા મા   મા ર ી   શ ા ળ ા   ત થ ા   યુ ન િ વ ર્ સ િ ટ ી નો   ઘ ૂ બ   ફ ા ળ ો   ર હે ો   છ ે   
845,સ ા ડ ા  ક ્ ષ ે ત ્ર ે   મ ન ે   ક ો ઈ   પ ણ   સ ર ્ ધ ા   ક ે   ક ો ઈ   પ ણ   પ ્ ર દ ર ્ શ ન મ   ક ા ર ્ય   આ ગ ળ  વ ધ ા ર વ ા માં આ વ્યું  હ ત ું   અ ન ે   ત ્ય ા ર બ ા દ   ત ે મ   મ ન ે   પ ૂ છ ્ યા ન ા મ   લ   આ પ વ ા   આ વ ્ ા   
846, મ ા પ્ર ો ત ્ સ ા હ ન   મ ન ે   પ ૂ ર ું   પ ા ડ વ ા માં આ વ ્યે   ત ો   ચ િ ત ્ર ક લ   એ મ   મ ા ર ા   મ   મ ન ગ મ ત ા   ક ા ર ્યો મ ા ન ક   ે ચ િ ત્ ર   ક લ ા   અ ન ે   આ ગ ળ   વ ધ ત ા   ા ક ા ર ્ય ો   પ ૂ ર ા   ક ર વ ા મ ા ં   આ વ ્ય ા   હ ત ા   ત થ ા   આ  ક્ષ ે ત ્ર મ ા ં   
847, મ ન ે   આ ગ ળ  વ ધ વ ા   મ ા ટ ે   મ ા ર ા   શ ા ળ ા ન ા  શ િ ક ્ ષ ક ો   ત થ ા   મ ા ર ા   ય ુ ન િ વ ર્ સ િ ટ ી મ ાં   આ વ ્ યા   બ ા દ   મ ા ર ા   શ ા ય ુ નિ વ ર ્ સ િ ટ ી ન ા  અ ધ ્ય ા પ ક ો નો   પ ણ   મ ન ે   ખ ૂ બ   
848,્રો ત ્ સ ા હ ન   મ ળ ્યુ  હ ત ો   ત ે   મ ચ િ ત ્ર  ક ્ષ ે ત ્ર મ ા ં   મ ન ે   અ લ ગ  અ લ ગ   વ િ વ િ ધ   પ ્ ર ક ા ર ન ા   ચ િ ત ્ રો   ક ે વ ા   હ ો ઈ   શ ક ે   ત થ ા   ચ િ ત ્ ર ો મ ા ં   ક ઈ   પ્ર ક ા ર ન ી   
849, ગ ી ત ો   જ ો વ ા   મ ળ ે  છ ે   આ ય ા ચ િ ત ્ ર ો   છ ે   પ્ર ા ક ૃ ત િ ક   ચ િ ત ્ ર ો   છ ે   ક ે   ક ો ઈ   પ ણ   
850, ક ા સ ્ ટ   ક લ ા મ ાં   ક ર વ ા મા ં   ત ા   ચ િ ત ્ર ો   ક ે   ક ો ઈ   પ ણ   વ ણ ણ ન   વ ર ્ણ વ મા ં   આ વ ત ા   ચ િ ત ્ રો   ક ા ગ ળ   પ ર   પ ે ન ્ ટ િ   
851,ક ે   ક ો ઈ   અ લ ગ   અ લ ગ   પ્ર ક ા ર ન ા  ચ િ ત ્રો   ક ે વ ી ર ી ત ે   દ ો ર વ ા   ત થ ા   ત ે મ ા   ક   ર ં ગ ો ન ો   ઉ પ ય ો ગ   ક ર વ ા મ ા ં  આ વ ે   છ ે   ત ે   ત મ ા મ   મ ા હ િ ત ી   મ ન ે   આ  ક્ષ ે ત ્ર મ ાં   મ ળ ી   
852, મ ચ િ ત ્ ર   ક લ મ ાં   ભ ા ગ   ર સ ન ા   પ ુ ર ા વ ્યો   હો ત   ત ો   આ   આ જ ન ા   સ મ ય   મ ન ે   આ   ક ્ષ ે ત ્ર મ ા ં   ભ ા ગ   ન   મ ળ ્યો   હ ો ત   ત થ ા   ચ િ ત ્ ર     એ ક   પ્ર ક ા ર ન ું   
853, મ હ ત્વ ન ું   છ   ક હે વ ા ય   ક ે   મ ા ર ા   જ ી વ ન   બ હુ   સ ા ર ો  એ વ ો  અ ન ુ ભ વ  ર હ્ય ો   છ ે   ત   ચ િ ત ્ ર   ક ્ ષ ે ત ્ર ે   મ ન ે   
854, શ ા ળ ા   ક ્ષ ે ત ્ર મ ા ં   પ ણ   ઘ ણ ધ ા   પ ્ ર ો ત ્ સાહ ન   મ ળ ્ ેા   વ િ વ િ ધ  સ ્ પ ર ્ ધ ા ઓ મ ા ં   ન વ ા   ન વ ા   ચ િ ત ્ ર ક ા ર ો   સ ા થ ે   મ ુ લ ા ક ા ત   પ ડ   ર હ ી   ત ે મ ચ િ ત ્ ર   એ મ ા ર ા   મ ા ટ ે   મ હ ત ્ વ ન ું   અ ન ે   
855, મ ા ર ા   જ ી વ ન   અ ન ુ સ ર   ત ુ   એ ક   ક ા ર ્ ય ુ   છ ે   ચ િ ત ્ર   ક લ ા મ ાં   મ ન ે   આ ગ   વ ધ વા   મ ા ટ ે   મ ા ર ી   ય ુ નિ વ ર ્ સ િ ટ ી   ખ ા ત ે   પ ણ   વ િ વ િ ધ   સ ્ પ ર્ ધ ા   ય ો જ ા ઈ  હ ત ી   ત ે મ ન ે   ભ ા ગ   લ ી ધ ું  હ ત ું   ત ે   
856, શ ર ૂ આ ત મા ં   સ ્ પ ર ્ ધ ા   હ ત ી   ત ્યા ર ે  મ ા ર ુ   ચ િ ત ્ ર   દ ો ર   અ ન ે   ત ે   ચ િ ત ્ ર ન ે   જ ો ઈ ને   મ ન ે   બ ી જ ા ના  ચ િ ત ્ર   જ ો ઈ ન ે   પ ણ એ મ   થ ત ું   ક ે   એ   બ ધ ા  ચ િ ત ્ રો ન ી   સ ર ખ ા મ ણી   મ ા ર ુ   ચ િ ત ્ર   ક ે વું  ર હ હ શ ે   ત થ ા   
857, એ મ ા ન ે   મ ા ર ા   ચ િ ત રો   ક ે ટ લ ો   ત ફ ા વ ત   ર હ્ ય ો   છ ે   આ મ ે   ત ્ ય ા ર ે   એ  અ ન ુ ભ વ   પ ણ   ક ર ્ યો  હ ત ો   અ ન ે   ય ુ ન િ વ ર ્ સ િ ટ ી ન ે   જ ે ન ે   ક હે વ ા ય   ક ે   સ ્ ટ ે ટ   લ ે વ લ ન ી   
858, સ્ પ ર્ ધ ા ઓ માં   ભ ા ગ   લ ી ધ ે લ   હ ો   ત ્યા ર ે   અ ન ુ ભ વ   ક ે વ ોં   હ ત ુ ં   અ ન ે   ત ે મ ા ં   પ ણ   મ ન ે  સ ા ર ા  એ વ ા   અ ધ ્યા પ ક ો   અ ન ે   ત ે ન ું  મા ર ્ ગ દ ર્ શ ન   મ ળ ે લ ુ ં   
859, ચ િ ત ્ર   સ્ પ ર્ ધ ા માં   વ િ વ િ ધ   પ્ર ક ા ર ન ા   વ િ દ ્યા ર ્થ ી ઓ   સ ા થ ે  મ ુ લ ા ક ા ત   ર હ ી  હ ત ી   જ ે મ ાં   ઘ ણ ા  બ ધ ા   
860, ક લ ા ક ા ર ી ઓ   આ વ ્ય ા  હ ત ા   આ મ   ચ િ ત ્ ર   સ ્ પ ર્ ધ ા   એ મ ા ર ા   મ ા ટ ે   એ ક   
861, ન ે   ક હ ે વ ા ય   ક ે   મ ા ર ા   જ ી વ ન ન ું   ખ ૂ બ   સ ા ર ો અ ન ુ ભ વ  ર હ ્ય ો   ત ો   થ ો ડ ી   ગ ભ ર હ ટ   પ ણ  હ ત ી   અ ન ે   થ ો ડ ો   ઉ ત્ સ ા હ પ ણ  હ ત ું   આ મ   ઉ ત ્ સ ા હ   સ ા થ ે   અ ન ે   આ પ ણ ા   
862,અ ધ ્ય ા પ ક ો ન ા   પ્ર ો ત ્ સ ા હ ન ન ે   પ ૂ ર ુ ં   પ ા ડ વ ા મ ા ં  આ વ ્ય ા   બ દ લ   હુ ં   આ  ક ્ષ ે ત ્ર મ ાં   ખ ૂ બ   પ ્ર ગ ત િ  ક ર ે   અ ન ે   આ જ ે   મ ન ે   જ ે ન ે   ક હે વ ા ય   ક ે   યા   ચ િ ત ્ર ો   જ ી મ ા ર ા   મ ન   ગ મ ત ો   વ િ શ ે   ત થ ા   પ્ર ક ૃ ત િ     
863, મ ા ર ી   સ ા મ ે   ર હ ે લ ો   પ્ર ક ૃ ત િ ન ા   આ બ ે   હ ું   વ ર્ ણ ને   હ ું   ક ા ગ ળ મ ાં ઉ ત ા ર ી   શ ક ુ ં  ત ે વ ું   વ ર ્ ણ ન   ક લ ા   મ ા ટ ે   
864,ક ો ઈ   પ ણ   પ્ર ક ા ર ન ી   મ ા હ િ ત ી ન ે   એ ક ત ્ર   ક ર વ ા ન ી   ઇ ્છ ા   ર ા ખ ત ી   ો   હ વ ે   આ   સ મ ય મ ાં   ક ય ા   લ ો ક ો   ચ િ ત ્ર ો   સ ા થ ે   પ્ ર ે ર ા ય ા  છ ે   ભ ા ત ચ િ ત ્ર ો   ક ે વ ા   હ ો ય   છ ા ા   ચ િ ત ્ર ો   ક ે વ ા ય  ર ે ખ ા   ચ િ ત ્ર ો   ક ે વ ા   હો ય   
865, આ   બ ધ ા ન ો   મ ા હ િ ત ી   મ ે ળ વ ી   ત થ ા   આ  ક્ષ ે ત ્ર ો મા ં   ક ય ા   ક યા   ચ િ ત ્ર ક ા ર ો   જ ો ડ ા ય ે લ ા   છ ે   તે મ ા ં   ક યા  ક ય ા   ચ િ ત ્ર ક ા ર ો   ક ે વ ી   ક ે વ ી   ચ િ ત ્ર   ક ા મ ગ ી ર ી   ક ર ે લ ી   છ ે   ક ે વ ા   ચ િ ત ્ર ો   દ ો ડ ે લ ા  છ ે   ત ે ની   મ ા હ િ ત ી   પ ણ   લે વ ા ન ુ 
866, એ ક   ર સ   પ ્ ર દ   અ ન ે   ખ ૂ બ   અ ન ુ ભ વ   ર હ ્ય ો  હ ત ો   ત ે મ ચ િ ત ્ર   ક ્ ષ ે ત ્ર ે   મ ેં   મ ા ર ા   વ ર ્ ણ ન   
867, એ ક   બ ુ ક મ ા ં   પ ણ   ન ોં ધ ે લ ા   છ ે   ચ િ ત ્ર એ   ખ ૂ બ   સ ા ર ી   અ ન ે   આ પ ડ ા   સ ા મ ે   ર હ ે લ ા   ક ો ઈ પ ણ   વ ર્ ણ ન ો ન ે   ક ા ગ ળ મ ાં  ઉ ત ા ર ી  ત થ ા   ત ે મ ા ં   મ ન ગ મ ત ા  ર ં ગ ો પ ૂ ર ી ન ે   ત ે મ ા ં   
868, ર હ ે લ ા   વ   વ ર ્ ણ ન ો ન ે   ભ જ ો વ ન ી એ ક   વ સ ્ ત ુ   છ ે   ચ િ ત ્ ર   એ  આ પ ણ ી   
869, ચ ો સ   ક ઢ ા વ મ ાં થ ી   એ ક   ર હ ે ન ે   ક ણ ા છ ે   આ મ   હ ુ ચ િ ત ્ર   સ ા થ ે   મ ા ર ા   ખ ૂ બ   સ ા ર ા  અ ન ુ ભ વ   ર હ ે છ ી   
870, ભ ા ર ત ી ય   મ ી ડ િ ય ા   આ મ   ત ો   મ ો ટ ા ભા ગ ે   મ ી ડ િ ય ા   બ ે   પ ્ર ચ ા ર ન ા   હ ો ય   છ ે   એ ક   
871, જ ે   ખ ર ે ખ ર   પ ત ્ ર ચ ા ર િ ત   ખ ૂ બ   સ ુ ં દ ર   ક ા મ   ક ર ત ા  હ ો ય   એ વ ા   અ ન ે   બ ી જ ો   ક ે ટ લ ા ક ક ે   
872, ક ો ઈ   પ ો ત ા ન ા   સ ્વ ા ર ્ થ ન ે   ક ા ર ણ ે   પ ો ત ે   સ મ ા ચ ા ર   બ ે ત ા   હ ો ય   એ વ ા   જ ુ દ ા   જ ુ દ ા   ી   સ ા થ ે   જ ો ડ ા ય ે લ ા   
873, ત મ ી ડ િય ા ઓ   છ ે   એ   પ ્ ત ા વ િ ત  ્ વ ન ા   પ ત ન ા   ધ ર ્ મ ન ે   સ મ જ ી ન ે જ ે   સ ા ચ ુ ં  હ ો ય   સ મ ા જ ને   મ ા ટ ે   લ ા ભ ક ા ર ક ો ય   જ ે ન ા થ ી   સ ા ચ ી  વ િ ગ ત  લ ો ક ો   પ ા સ ે  આ વ ત ો   હ ો ય   એ   ર ી ત ે   એ   સ મ ા ચ ા ર ન ે   પ્ર ે સ િ ત   ક ર ત ા   હ ો ય   છ ે   
874, લ ે ભ ા ક જ ે   મ ી ડ િ ય ા ઓ   છ ે   કો ઈ   પ ક ્ષ   સ ા થ ે  જ ો ડ ા ય ે લ ા   પ ો ત ા ન ા   આ ર ્ થ િ ક   સ્વ ા ર ્ થ   મ ા ટ ે   
875, સ ા મ ા જ િ ક   પો ત ા ન ું  પ દ   ઉ ં ચ ો   થ ા ય  એ ટ લ ા  મ ા ટ ે   ઘ ણ ી   વ ા ર   ક ો ઈ ક ન ા   પ ે લ ા   બ ે   ક ા વ મ ાં આ વ ી ન ે   ક ોઈ  ર ા જ ક ી ય   પ ક ્ ષ ન ા   પ ે લ ા મ ા ં   સ ્ વ ા ર ્ થ મ ાં  આ વ ી ન ે   કો ઈ ક વ ા ર ો ડ ી   આ ર ્ થ િ ક   પ ્ ર ન ે   ક ા ર ણ ે   
876, વ જ ે   ખ ો ટ ટ ા   સ મ ા ચ ા ર ો   પ ્ર દ ર્ શ િ ત   ક ર ત ા   હો ય   છ ે   જ ે ન ે   પ ણ ા મ ે   સ મ ા જ ન ી  અ ં દ ર   ન ે ગ ે ટ િ વ   બ ધ ા  સ મ ા ચ ા ર ો   જ ા ય   એ ન ે   પ ન ા મ ે   ન ો   ક ો ઈ   જ ી ત વા  જ ે વ ી   વ્ય ક ્ ત િ   ચ ૂ ં ટ ણ ી મા ં   જ ી ત ી   જ ત હો ય   છ ે   
877, ઘ ણ ી વ ા ર   સ મ ા જ મ ાં   બ ે  જ ઞ ા ત િ  હ ો ય   છ ે   વ ય   મ ન સ ્ય   પ દ ા   થ ત ુ ં  હ ો ય   છ ે   અ ન ે  આ  ર ી ત ે   સ મ ા જ ન ો   બ   ન િ ક શ ા ન   ક ર ત ા   હ ો ય   છ ે   પ ણ   સ દ ભ ા જ ે   
878, આ પ ણ ા   ભ ા ર ત ન ી  અ ં દ ર   ખ ા સ   ક ર ી ન ે   ગ ુ જ ર ા ત માં   આ પ ણ ા   મ ી ડ િ ય ા   ખ ૂ બ   ત ટ સ ્ ત ા   પ ો ત ા ન ા   પ ત ્ર ક ા ર િ ત ્ વ   ધ ર ્ મ ન ે   સ મ જ ે વ ા   મ ી ડ િ ય ા વ ો   છ ે   એ ન ે   પ ર ણ મ ે   આ પ ણો   જ ે   સ મ ા જ   છ ે   ક ૂ બ   ત ં દ ો ર સ ્ ત   સ મ ા જ ો   આ પ ણ ે   જ ો ઈ   શ ક ી એ   છ ી એ  આ   મ ી ડ િ ય ા ઓ ન ે   ક ા ર ણ ે   
879, 
880, ત મ ે   ક યા   સ ટ ી મ ા ં થ ી   છ ો   ત મા ર ું  ન ા મ   શ ું  છ ે   બ ક ન   ન ં બ ર   શ ું   છ ે   
881, ા   ત મ ે   
882,   
883, ન ો   પ ાર્ ક િ ં ગ   મ ા ં ર   
884, 
885, ન ો   પ ા ર્ ક િ ં ગ  મ ા ગ ્યા   હ ો ય ને   ત ો   ત મ ા રી  ગ ી   થ  ગ ય ા   છ ે   ત ો   ત મ ા ર ે   પ ે મ ે ન ્ ટ   ક ર ી ન ે  ત મ ા રી   ગ ા ઢ ી   લ ન ી   અ ન ે   જ ો   ચ ો ર ી   થ ય આ જ ુ  બ ા જ ુ મ ાં   અ મ ે   જ ો ે   
886, પ ે મ  ત મ ા ર ે   દ  વ જ ા ર  ક ર વ ા ન ું છ ે   
887, એ મ ા ં છ ો છ ે ન ે   ર ો લ   પ્ર મ ા ણ   હ ો ય   એ મ ાં   વ ્યા સ બ ી ન હો ય   જ ો   ત મા રી  ગ ા ડ ી   ત ો   થ ઈ  ગ ઈ   છ ે   ત ો   ત મ ા ર ે   પ ે મેન ટ   ક ર વું   પ ડ શ ે  અ ન ે  ત મ ા ર ા   બ ધ ા  જ   ગ ા ડ ી ન ા  ક ા ગ ડ િ યા  લ ઈ ન ે   આ વ વ ા ન ુ   
