id,w2v
5443, ம ண் ண  வ ந் து   சி ன்ன  சொ ்ன தா   ஒ ரு   வு ர ண் டை யா  எ டு த் து   அ த  வ ந் து   வெ யி ல ல் ல   கா ய வி ச் சு   அ து க் க ப்ப ற மா   அ த   
5444, நெ ரு ப்ப ள வா ட்டி   க ழு த் து ல   ஒ ரு   ஊ சி   வ ச் சி   கோ த் து   நூ ல்   போ ட்டு  கோ த்து  அது க்குப்புற ம் க லு த்த ல ப்போ ட்டி ருக்க றா ங்க   ப ழ ங் கா ல த்து ல   ஏ க ப்ப ட்ட  அ ணி க ல ன் க ள்   
5445, அ தா வது   ந கை க ள் னு  சொல்ல லா ம்   அந்த  மாதிரி  ஏ க ப்ப ட்ட  அ ணி க அ ல ன் க ள்   அ ந்த  கா ல த் து ல   நி றை ய  ப ன்  ப ய ன் ப டு த்தி ருக்கிறா ங் க   ந ம்ம  ந ன ச்சி ிட்ட ருக்கிறோ ம்   
5446, இ ப் ப தா ன்  ந றை ய   ந கை ்ஞ ள ப் பூ ட்டி ட்ட ருக்கிறா ங்கனு   ப ண ங் கா ள த் தி லே யே   ந றை ய   ந கை ்ஞ ள   எ ல்லா ர மே  ப ய ன்ப டுத்தி ருக்கி றா ்கனு   ம க்க ள்  தெ ரி ஞ் சி ரு க்கு து   
5447, ஏ ன   ஸ் கூ ல்   லை ஃ ப்   வ ந் து   ரொ ம் ப   ஜா லி யா   ந்து ச் சு  நா ன ்  வ ந் து   ஸ் கூ லு க்கு  வ ந் து   எ ப் ப வு மே   வ ந் து   லே ட்டா   தா ன்   போ வே ன்   லே ட் டா   போ யி ட்டு   வ ந் து  எ ங்க  பி ரின் சிப்ப ள்  கி ட் ட   வ ந் து  நான் எப்பவு மே  தி ட்டு  வா ங்கி தா ன்   இ ரு ப் ப   பி ரி ன் சி ப்ப ல்  வ ந் து     வ ந ் து   ந ல் லா   
5448, கா ரி  து ப் பு வா ங்க  ஏ ப் ப டி  லே ட் டா   வ ர   ரெ ண்டா யி ர த் தி   ஐ நூ று  பி ள ங்க ப  ப டி க் க ல   நீ  ம ட் டும்   தா ன்  லே ட் டா வ ர  அ ப் டி ன்னு  வ ந்து  சொ ல்லு வா ங்க   பா து னா ள்  நான் வ ந் து   ஸ ் கூ ல்க் கே   போ மா ட் டே ன்   
5449, எ ன க்கு  வ ந் து   ரொ ம்ப  பு டி க்கு ம்  ஸ ் கூ ல்  லை ப் வ ந் து  ரொம்ப   பு டி ச் சு ச் சு  நா   பிரெ ண் ஸ ம ஸ்   ப ண் றே ன்  மு க் கி ய மா  எ ன்   டை ம்   லை ப்  வ ந் து   ரொ ம் ப   ஜா லி யா  இ ரு ந் து ச் சு   எ ன்   டெ ன் லை ப்  வ ந் து  ம ற க்க வே  மு டி யா து   கோ யை ட்  ஸ் கூ ல்   அ வ ள   ச ந் தோ ஷ மா   இரு ப் போ ம்  நெ னை ச் சு ் கூ ட  நா ன ்   பா ் க்க வே  இ ல்ல   
5450, ஆ   எ ன் னோ ட   டெ ன் தி லை ப்   வ ந் து   ப ச ங்க ளோ ட   பிர ண் கே ர ் ள்ஸோ ட வ ந் து  நா ன்  ரொ ம்ப   ச ந் தோ ஷ மா  இ ரு ந் த   
5451, ஆ ஈ வ் னி ங்   கி ளா ஸ்   அப் டி ன்னு  சொ ல் லி ட்டு   அ ப் பு ற ம்   பா ர தி   மி ஸ  எ ப்ப ப்ப த்தா லோ ம  தி த் தி கி ட்டே  இ ரு க் கு ம்   கா லை ல   ஸ் கூ ல் க் ு  வ ரு ம் போ து   மா ர் னி ங்  கி ளா ஸ்   வ ரு ம் போ து   பா ர தி   மி ஸ் னா  இ ருப்பா ங் க   
5452, பா ர தி மி ஸ்   வ ந் த   என்   வ ந் து   ஆ ய ப்பு மே  லே ட்டா தா ன் வ ரு வா ்  எ ன்ன   பு டி ச்சி ட்டு  த ர த ் து றை  நி று த்தி ரு ப்பு  ஏ  கி ளா ஸ் ல   வ ந் து   உ க்கா ர  வெ ச்சி ரு வா ங்க   
5453, அ ப்ப ற ம்  நான் வ ந் து   நா ன ் வ ந்த னா ளே  எல் லா ரு ம் என்ன  தி ரும்பி  பா ப்பா ங்க  எ ப் ப வு மே  லே ட்டா ன் ட்டு  வெ ளி ய வே   தா ன் ஒ க்கா ந்து ரு ப் பே ன   ஃபி ர ண்ஸ் லா ம்  எ ல்லா ரு மே   எ ப்ப வு மே  பா த் து   சி றி ச் சி ட்டே  இரு ப்பா ங்க   த ல  ஒ ரு   சி ல ரா ல்   ஸ் கூ ல்க் ு  வ ந் து   லூ ஸ்   மா றி   த ல ் கூ ட   வ ரா ம  அ ப் ப டி ே   ஓ டு வே ன்   
5454, ஸ்கூ ல் ல   பி ் ப ன்ஸ்  கி ட்ட ்லா ம்  த ல ்   வ ரு வே ன்   அ ப்புற ம்   பு ல் டு   ஷே ர் பண் ணி க்கி ற து   எ ப்ப வ மே  எ ன க்கு  ம தி யா ன   வ ந் து   
5455, ல ஞ் ச னி ல்   அ ண் ணை  எ டு த்தி ருந்து  குடு த்து ரு வா ங் க   சூ ட   சு ட சு ட   வ ந் து   எ ன க்கு  வீ ட் ல ரு ந் து  சா ப்பா டு  வ ந் து ரோ ம்   
5456, ஜா லி யா  ஃ பி ரெ ஞ் சோ ட  வ ந் து   சா ப் பி ட்டு   ரொ ம்ப   ஜா லி யா  அ ் ல ட் ச த் தி ன் தி ல ப் பு   ப ச ங் க ளோ ட   பா ட்டு ் பா ர் ற து   
5457, அ ப் பு ற ம்   மி ஸ் டு ங் க ளோ ட   ஜா லி யா  இ ரு க்கு ற து   எ ல் லா   மி ஸ் ்   வ ந்து   ் டி ் டே   இரு ப் பா ங் க   அ ப் பு ற ம்   லெ வ ன்த் ல  வ ந் து   நான ்  ஸ் கூ லு க்கே   போ ல   கோ ர னா  வ ந்து ு ச் சு   கொ ழ ந்   வ ந்த ு ந் தா ல  அ ப்பு ற ம்   பி ர ச்ச னை   ல ல   ஸ் கூ லு க்கே  போ ல   ஸ் கூ லு க் கு   போ ய்  வ ந் து   அ ங் க யே   லெ வ ன் து  ஜா லி   டு ச் சு   லெ வ ன்து  நா ன் வ ந் து  ம றை க் க வ   மா ட் டே ன்   லெ வ ன் து க்கு  அ ப் பு ற ம்  வ ந் து   ப் பா 
5458, ஆ தொ வ ல ் து வ ந் து ச் சு  வி ம ல் சா ட் ட   எ ப் பா ய   உ ட த் தி ட் டு  வி ம ல் சா   வ ந் து   நா ன ்   ப ய மா ன   தி ட் டி ட்டே ருப் பா ர்க்கே   மி ஸ் ட ரு   நீ   வ ந் து   மூ ன் று   தே வி க ள்   மூ தே வி   
5459, நி லை  எ தி ல்  ஸ் கூ ல்   வு க்கு  வ ர   டி சி  வா ங்கி ட்டு   ஓ லி து   எ ன் ன ன மோ   தி ட் ட னா க  அ தெ ல் லா ம் இப்ப  நி னை க்கு ம் போ து   ரொ ம் ப   ச ந்தோ ஷ மா  இரு க்க ணு ம்   ரொ ம் ப   மி ஸ் ப ண் ட ங்   ஸ் கூ ல்   தி ரு ம வ ம்  கி டை க் கா தா  அ ப் டின்ன ு சொல்லி ட்டு  நி ன ச்சி ட் டு ருக் க ன்   
5460,  உ ன் னொ ு   ஒ ரு   சா மி ஸ்கு ல  ப டி ச் ச ப் பா   அ து   ரொ ம் ப   ஜெ ய ல்  மா றி   இ ரு ந்து ச் சு   ப் டோ ன்   அ ம ல் ட ஸ்   கு ல ் ப டி க்கும மோ   ரொ ம் ப   
5461, ஜா லி யா  அ ந்த ச் சு   இ ன் னு ம்   வ ந் து  நா ங் க   சி க்ஸ்து லி ருந் து  ப டி க்க க   கூ டா தா   அ டி ன் த வ ர   இ ய க்க ம்   வ ந் து  என க்கு  இ ரு ந்து ட்டு தா ன் இ ரு க் கு   உ ன் ம யா வே  நா ன ் ரொ ம்ப  மி ஸ்   ப ண் றே ன்   
5462, உ ள் ளே   மா றி   எ ந் த  லை ஃ ப் மே   கி டை யா து   நா ன்  இ ப் ப  ஃபீ ல் ப ண் றே ன்  ஏ ண் டா யி த் த நா ள்  லீ வ்   போ ட்டோ ம்  டெ ய ் லி க்கு   ஸ் கூ ல ்  போய ிருக்க லா மே ன் ஏ ன  மு க்கி ய மா ன   அ ந் த   ஜா லி யா  இ ருக்கு ற  நே ர த்து ல  நா ன ்   எ ப்ப  போ லு  அ ப்ப  தா ன்   வ ந் து   
5463, எ ல் லா மே   ச ந் தோ ஷ மா   இருன் ரு ப்பா க   அ டு த்த  நா ள்  இ த க் கே க்கும போ து   ரொ ம் ப  க டு ப் ப வ ர   ரொ ம் ப  மி ஸ்   ப ண் ற   ஸ் கூ ல் ல ப்   மா றி   எ ந் த  லை ப் மே  இ ல் ல   கா லே ஜ் லை க்  கூ ட  கி டை யா து   
5464, எ ன க்கு  அ வ்வ ளவ  பு டி ச்சி ருக்க  ஸ் கூ ல் ப்   தி ரு மோ ன்  அ ம ல் டா ஜ் கு  வ ந் து   யூ ல பா ம்   போ ட்டு டு  போ யி நோ ம்  போ ல  ஆ சை யா   இரு க் கு   
5465, எ ப் ப   வ ந் து   அ ந்த   நா ள்   வ ரு ம்   வ ர வு    வ ரா து   வ ந்து ச்சி னா   ரொ ம்ப   ச ந்தோ ஷ மா  இ ருக்கு ம்   ஆ ன் வை ல் டே  அ ப்ப லாம ்  வ ந்து  ரொ ம் ப  ஜா லி யா  இ ரு ந் து ச்சு   ஆ ன் வ ல் டே   அ ப் ப   
5466,அ ப்பு ற ம்   சி ல் ர ன் சி   அ ப் பா  அ ப் பா   அ து வு ம்   ரொ ம்ப   ஜா லி யா   இரு ந் து ் சு   சி ல் ர ன் ் டே   அ ப் பு ற ம்   ப த் து டே யோ   நி றை ய   வி ஷ ய ங்க ள்  ந ட ந் து ருக்கு  அ தெ ல்லா ம்   ம ற க்க  மு டி யா து   ஸ் கூ ல்     ம ற க் க   ம ற க்க  மு டியா து  அ ள வு க் கு  எ ன்  ஸ் கூ ல் ப்   வ ந் து   இ ரு ந் து ருக்கு   
5467, தோ ழ் த் து ல லா ம்  வ ந் த   ந ல்ல  ஜா லி யா   ந்து ச் சீ  ந ரை  ந ட ந் து ச் சு   சொ ல் ல வே  மு டி யா து  ஒ ரு  சி ல   வி ஷ ய த்து லா ம்   அப்புற ம் ஃபி ர ண்ட்ஸ் கூ ட   வ ந் து  ஜா லி யா   இ ரு ந்து ட்டு  ஜா லி யா  பே சி ட்டு   
5468, ப ர வ ல்   ம ட் டு ம்   ந ட க்க வே  இ ல் ல   அ து தான்  வ ந் து  ரொ ம்ப   ன ட ம   வ ல்   பா ர்த ் தி  ம ட் டு ம்   ந ட ந் து ுச்சு னா   உ ண் மை யா ரொ ம் ப   பெ ஸ் டா ர ந் து ருக் கோ ம்   ச ம   எ ன் ஜா ய் மெ ண்ட்  ப ண்ணி ரு ப் ப ம்   அ ந் த   ஒ ரு  இ து  ந ட க்க ல   ரொ ம் ப   உ ண் ணு   வ ர க்கு மே  அ து   நி னை க்கு ம்போ து  ம க ஷ ட ம ர க்   ப ர் வ ல்  ந ட க்கா து   பே ர் வ  ந ட ந்து ுச் சு ன னா   உ ண் மை யா வே   ரொ ம் ப   ச ந் தோ ஷ ம ப ட் ற ப 
5469, சே ர் வ ல் க் கு   டி ர ஸ ் ்லா ம்   வ ந் து   ப ண் வா ங் கி   அ து  வ ந் து   கு டு க்க வே  இ ல்ல   எ ங்க  பி ரின் சிப்பி ள்   வ ந் து  எ ங்க ள   ஏ மா த் தி ட்டா ங ்க   பே ர் ல்  ந ட க்க   கூ டா து  அ ப் டின்னு  சொ ல்லி ட்டா ங்க  இ ல் ல னா   வ ந் து   பே ர் வ ல்  வ ந் து   ந ட ந் து ரு க்கோ ம்   
5470, கூ லி வ ந் த ம மி ர்   ப ன் ட ம்   
5471, நா வ ந் து  நி தி சா ர் ந் த  சி ல   வி ஷ ய ங் க ள   எ ப் ப டி  ந ட க் கு தா ன்   த ரி ஞ் சு க ்க ன லா   ஆ ர் வ ப்ப டு வே ன்   அ ந த   அ ர சா ங் க த்து க்கு  எ ப் ப டி   ப ண ம்  வ ரு து   அ ந் த   ப ண த்தை   எ ப் ப டி  அ வ ங்க  ம க் க ளுக்கெ ல்லாம் பி ரி ச்சி   கொ டு க் கு றா ங் க   எ ந் த   ந ம் ம   டா க்ஸ்   கெ ற் ற  மு டி ய மா  அ வ ங் க ளு க் கு   எ எ வ் ள வ் ளோ   ப ண ்  வ ரு து  அ து  எ ந் த   அ ந் த   
5472, து றை க ள் ல் லா ம்  அவ ங்க   பி ரி ச்சி  கொ டுக்கு றா ங் க   அ து க் கு   வே ல  ப க்கு ற  எ த்த னை   பே ர்  இ ரு ப் பா ங்க   
5473, ந ம்ம   நி றை ய   வ கை ல   ந ம்ம   டா க்ஸ்   கெ ற் றோ ம் வா ட் ட ர   டா க் ஸ்   வீ ட் டு   வ ரி   அ ந் த  மா தி ரி  நி றை யா   கெ ற் றோ ம்  
5474, இ து ல   எ ந் த   வ கை யி ல   உ ள் ள   டா க்ஸ் ல்லாம ்  வ ங்க  எ ப் ப டி   வ ந் து   ஒ ரு   சே ர   ஆ ர் க னை ஸ்   ப ண ் ணி   எ ந் த   வ கை யி ல   
5475, அ தே   ம க்க ளு க்கு  கு டு க்கு றா ங்க னு  தெ ரி ஞ் சு க்கு து க் கு  ரொ ம் ப   ஆ ர் வ ப் ப ர   ஆ ர் வ மா   இ ரு க்கி றே ன்   
5476, ப ங்கு ச் ச த் தை ப த்   ப ங் கு ச் ச ந் தை ய   நா ன ்   பி ன்   தொ ட ர ல   எ ன க்கு   அ ந்த  ப த் தி னா   மு ழு   அ பி ப் ப ரா ய ம் இ ல்ல   ப ங் கு ச் ச ந் தை யா  ஆ னா   அ து ப த் தி   கொ ஞ் ச ம்  தெ ரி யு ம்   அ து  அ ப் டி னா   
5477, ந ம்ம   போ ன் ற   கா சு   வ ந் து  செ ல   ச ம ய ம்  உ ய ரோ   உ ய ர் ந் தா  ந ம க்க ு  அ தி க ள வி ல  கா சு  கி டை க்கு ம்   
5478, ஆ னா ்  ச ல   ச மை ய ம்  ரொ ம் ப   க ம் மி யா யி ட் டு ன னா   ந ம்ம   போ டு ற   கா சே   ந ம க் கு   எ ல க் கு ற ர் எ ன் று க்கா யி ரு ம்   
5479, அ ந் த  மா தி ரி  ப ங்கு ச ந் தே   ப த்தி   கொ ஞ் ச ம்   தெ ரி யும்  உ ர ள வு   தெ ரி யு ம்  ஆ னா னா   அ ந் த  ப ங் கு ச ந் தை   பி ன்   தொ ட ர க் கூ டி ய  ஆ ள ல்ல     
5480, ரூ   அ று ப தா யி ர ம்   ஷி ப்   க ண் ட ன த் தை   மா த ம் தோ று ம்   ஓ லா   ம ணி   மூ ல ம்   செ லு த் த   அ ங்கீ கா ர ம்  அ ளி க்க வு ம்   
5481, எ ன க் கு  எ ழு தி ரு ந் தா   ரொ ம்ப   பு டி க்கு ம்   அ து ல   ப யி ற் சி  வ கு ப் பு க ள் லா ம்   ந ட த் து வா ங் க   அ து ல   வ ந் து   நா ன்   எ ழு   எ னை த் து  சொ ல் ல ு வா ங்க   செ ந்த ம ரை   நீ ரை   போ ட்டு   கொ டு த் து ு   
5482, அ ப் டி ன்னு  சொ ல்ல ு வா ங்க   அ ப்ப ா வ ந் த   நா ங் க   கா லை லி ரு ந் து   எ ன் ன ன்ன   ந ட க்கு து   ஒ வ் வொ ண் ணு   ஒ வ் வொ ரு ரி மு   
5483, அ து   க வ னி ச் சே  உ ள் வா ங் கி   அ தை   ந ய ல ு   அ தா வ து   கா லை ல   எ த் த னை   ம ணி க்கு   ஆ ர ம் பி க்கி றா ங் க   எ ன் ன   கே ழ ம   
5484, ஏ ் எ ந் த   இ தை  வெ ச் சு   ஆ ர ம் பி க்கி றா ங் க   அ ப் டி ன்னு  ஒ வ் வொ ்   நி மி   
5485, ரெ ட் டா   டை மி ங்   போ ட்டு  நா ன்  எ ழு து வே   அ து   வ ந் து   எ ல் லா மே   ப ர வா ல   செ ந் த மு ற  ந ல் ல  எ ழு தி க்கி றே  அப்ப டி  அ ப் டி ன் றா  சொ ல்லு வா ங்க   எ ப் ப ு மே  நா ன்   எ ந் த   ஒ ரு   ப யி ற் சி   எ ந் த  ஒ ரு   மீ ட் டி ங் யோ   எ ந் த  ஒ ரு  இ துக் கு   போ னா லு மே   
5486, நா ன்  எ ழு து   ஆ ர ம் பி ச் சி ரு வே என்ன   எ ழு தி ட்டே  இ ரு ப் பே ன   ஒ வ் வொ ரு ்   தி ரு நா  எ ழு த ர த  ப த்து ட்டு   ஆ ர ம் பி ச் சி டா   எ ழு து  ஆ ர ம் பி ச்சுட்டா   அ ப் டி ன்னு  சொ ல்லு வா ங் க   
5487, ஒ வ் வொ ரு   வா க்கி ய   தி ம் ி ன   உ ள்   வா ங்கி  எ ழு து வ   எ ன க் கு  எ ழு வ த ர னா   ரொ ம் ப   பு டி க்கு ம்   
5488, அ னா து   ஒ வ் வொ ரு   சொ ல் லு ம் போ து   ட க்க   ட க்க ம்  எ ழு தோ னு   அ ந் த   டை மி ன்   பா ர் த் து  எ ழு து   மு டி க்கு ம் னு  ஒ வ் வொ ரு  வா க்கி ய ்  தி ரு மபு   ந ம்ம  உ ள் வா ங்கி  ந ம்ம   எ ழு து ம் போ து   
5489, அ ந் த   ரி ப்போர ்ட்ட்   பா க்கு ம் போ து   ம ன சு க்கே   ஒ ரு   ச ந் தோ ஷ மா க  இ ரு க் கு   ந ம் ம   இ தை   செ ஞ் சோ   இ ந் த   வே ளை யா ட்டு ச ்   சொல்லி   கு டு த் தா ங் க   இ ந் த   மா த ர   ர வு ண்ட   கோ ர வை ச் சு ன   இ து ஒ ரு   கே ம் து  வி ளை யா ட் ட து   
5490, த  எ ழு த் து க ் க ள்   மூ ல மா   சொ ல் லி  கொ டு த் தா ங் க   அ ப் டி ன்னு   ஒ வ் வொ ன் லை ந் து   நா னை யோ ச் சி யோ ச் சி  எ ழு து ம் போ து   
5491, ம த் தை கை   பா ர் க்கு ம் போ து   ப ர வா லி கை   ஒ ண் ணு   கூ ட  உ டா ம   சா ர்   கொ டு த் த   ப யி ற் சி ய ல்ல   ஒ ண் னு   கூ ட  வி டா ம ன னு   எ ழு தி  கொ டுத்தி ரு க்கி ற   ப ர வா ல   ந ல் லா  எ ழு தி யி ரு க்கி ற   அ ப் டி ன் றா  சொ ல் லு வா ங் க ளோ யோ   
5492, இ ல் ல   த ப் பா  எ ழு தி ட்டே  அ ப் டி ன்னு  சொ ல்ல  மா ட் டா ங் க   ந ல் ல  எ ழு து   யா ரா ரு தா   ஒ ரு   ரி ப் போர்ட்டு  எ ழுத த ொ ன் னா   தா   நீ  எ ழு தி   கூ டு   
5493, ரி ன் ன  கொ டு ப் பா ங்க ளோ லே   அ ந் த  அள வு க் கு   க டு ப் பா ங்க    மே ல   ந ம் பி க்கு  இ ரு க்கு து நா ன  ந ல் ல  ரி ப் போ ர்ட்டுக ் கு   கொ டு ப் ப ன் டு   
5494, அ தனா ல   ஒ ரு   சு த ந் தி ர த் தெ ன   நா ளு   கு டி ய ர சு த ் தெ ன் னா லே   
5495, ஒ ரு   எ ந் த   ஒ ரு  இ து வு மே   ரி ப்போர ்ட்   கே ப் பா ங் க   அ ப் போ வ ந் து   நா ய ்  எ ழு தி க ்க ு   எ ழு தி த   த ர   ரி ப் போர ் ட்ட   எ ல் லா ரு மே   
5496, நா லை   எ ழு தி ரு க்கி ற ன்   ந ல் லா   எ து ப ட்டி ல்  கொ டுத்தி ரு க்கி றே  அ ப் டி ன் ன ு தா ன்   சொ ல் லு வா ங் க   அ த   மா தி ர     ஒ வ் வொ ரு   வா க் கி ய மு   
5497, அ தே   ந ல் ல   ப டி ச் சு   பா த் து   இ து   க ரெ க்டா ன   வா ய க்கி யு மா   இ ந் த   ம த ர தா  எ ழு தோ னு மா னு   நா ன்   க ரெ க்டா  எ ழு த்து பி ல  இ ல்லா ம   நான ்  எ ழு தி   கொ டு ப் பே ன   அ து  எ ன க் கு  மி க வு ம்   ச ந் தோ ஷ மா  இ ரு க் கு ம்   
5498, கா ட் டு ல   நெ ல்   ப யி ர் தா ன   ப ண் ணு ம்   அ து   வ ள ஞ் சு   அ து   வ ர வ லி   வ ர ம்   ஊ ரி ய ா   எ ல ம் போ னு   க ல ப் ப ரு க்கி னா ம்   ப ச்சி  கா ட்ட ன   ப த   ம று ந் த டி க்கி னா ்   
5499, அ த லா டி ச் சு   நே ல் பெ ய ர் வ ர் ளி ல்   க ரு த்து  வ ரு கா த   க வ னி க் செ ய த   பா ் க்க லு ம்   அ து   பா ர ் த் து   அ ல் லா ம்   க ர ு டை யே   வ ல ன த் த ல   ம ர் ம டி யி னு ம்  கூ லை யஅ ல ச் சி ்  கா ல் ப று ி னு ம்   
5500, க்க ந் ற   எ ல் லா த்தைய ம் பா த்தி ட்டு   வி வ சா யி த் த   ந க ்   செ ய் கி றோ ம்   அ த னா ல்   அ ல வ ர்க ள்  ஆா ப த் த   ஆ ச் சி த் த   நா க   யா ர ்   அ லா ச் ச ல் ல நா ர ச் ச ல   நெ ல் ல  அ ரு க்க ப த் க ல்   எ ளி  வ ட் ட ் து   
5501, க ரு த லா ்  ர ம் மோ   தே ஷ் ட ம் ப ல் ளை   அ த ல ல்   லா ப மே ்  ந ஷ் ட மே   வ ந் தா லு ம்   அ த னா ல்  வஆ ங் கி   அ தா ச் சி விடு தா ன நா ங்க   சா ப்பி டு ம்   அ ல வ ந் து ச் சி   சா ப்பி டு  கொ டுத் தா   இ ருப ்போ ம்   அ ல் ல   வீ ட்ட ல   
5502,த மா டு   நா டு   
5503,ப ய லா ழ க ள் ள ல்   
5504, ஆ ய வ ரி இ ரு ந் தா லு ம்   வ ர க லி ரு ் து   ஆ ங் க ல ன்   க வ ன்  செ ய ற் தி யை   அ து  ஏ ற் பா டு ள   செ ய் லா ம்   
5505, ஆ ங் க   அ கி த் தி  நி னை ப் பு ம்   வை க்க ல்   போ லு ம்   த ண் ணி க  க ட்ட ணு ம்   சா ப்பா டு நா ரா ன   சா ப்பா டு   த ண்ணி ்க ட்ட கு ம்  அ து க்கு   ச ல ் செ ய ய ு ம்   
5506,கோ ய லுக் கு  அ ரி சி ய   வ ர ம்   போ ட ு ம்   அ லா ்   எ ந் த   நே ர ம்   செ ய் து   கொ ண் ட   ல   ஆ டு   ம ல் ல வ ர ப் போ ம்   
5507, த னா ல   நா ய்  ஒ ன்   ம ரு த் து ம்   நா ய கே   சா ப்பா டு   த ன் னி  வ ண் ணி   த ல லா ம்   பா ர் க் கி க் கொ டு ங் க லு ம்   அ த ல தா ல   
5508, அ து ு   பே சி  எ டு த்த  சா ப் பா டு ப டு லா ்   அ து   கா தி க் கு   வெ ளி யு ரு வு   பா ன ம னா   பா க்க த்தி  விட்ட ல த ர ் ளி ்ட   
5509, க ல  அ ர் ் சி க்கை   கோ யி க்கு   தீ  நி ல ம்  கு றித்து ட் டு   ஆ க ப போ ம்   அ ் க ட   நா ய கு   சா ப்பா டு   கொ ழு க ணு   ஆ ற்டு க ளுக்கு  வை க் க ல்   வ ல வா ங்க ி   போ டு  க ணை ச் செ ல ட் டு   வெ ளி யு ற்   பு ட் டு   ஆ ரு வ ளி யா க   பா க த் த லு ங் கு  பா து கா ப்பு க்கா க   ஒ ரு நா ள் வ   ர ன் நா ளா   
5510, இ ரு ந் தா லு ம்   அ த   அ ல வு ட் டு   வ லா   செ ஞ் சு   அ ர ் துள் ள து   
5511, செ ய் து ம்   சொ ல்ல ு வா க   நா ன்  வ ந் து   பா த் தா   நா க   இ ப் பு   மா டு   ஆ டு மா டு க ள   பா ர் த் து   அ  க வ னி ச் சி க் க றோ ம்   அ த னா ல   அ ப க்க த் து வி ட ர் க ளு க் ு   எ ங் க ள்   ப   
5512, அ ன் ப   பா ஸ் ம ர் வ டு த் தா ல ்   அ ்  ந ல் ல ட ்ட  வி ற் று ட் டு   எ ் ல ல்   அ வ் ளோ தா ன்   
5513, நா ன்  அ தி க   எ ழு தோ   வி ரு ம் ப ம்  வி ஷ ய ங்க ள்  என வெ ன் று   பா ர் த் தா ல்   ச மூ க த்தி ற் கு   சா தி க்கொ டு மை எ ளி ் ப ற் றி தா ன்   
5514, சா தி   கு டு மை க ள்  
5515, தெ ன் னி ந் தி யா வி ல்   கு றை வா க தா ன் உ ள் ள து   ன  வ ட  இ ந் தி யா வி ல்   அ தி க மா க  உ ள் ள து   அ தி மி ன் றி ன் றி   வ ட இ ந் தி யா வி ல்   சா தி க் கு டு மை க ளை யு ம்   தா ண்டி   ம த   வெ றி   அ தி க மா க   பி ன் பெ ற் ற ப்ப டு கி ன் ற து   
5516, தெ ன்னி ந் தி யா வி ல்   சா தி  ம ற் று ம் அ த வ ரி மை க ள்   கு றை வா க  உ ள் ள ன   கா ர ண ம்   பெ ரி யா ர்   போ ன் ற   ச மூ க   சீ ர் தி ருத் த வா தி க ள் னா ல்   இ து போ ன் ற  வி ஷ ய ங்க ளை   ம க் க ளுக்கு   சொல்ல  வி ரு ம்பு ம் பு ழு து   
5517, ஐ தி ல்  சி ல  க ட்டு ப் பா டு க ள் இ ரு க்கி ன் ற ன   
5518, அ ந் த க  கா ல த்தி ல்  இ ரு ந் த  பெ ரி யா ரு க்கு  இ ருந்த  சு த ந்திர ம்   போ ல்   த ற் போ து  சு த ந்திர  இ ந்தி யா வி ல்   த ற் போ ு து  எ ழு தி கி ன் ற   எ ழு த்தா ள ர் க ளுக் கு   அ ந்த  அ ள வு க்கு  உ ரி மை ய ி ல்லை   சோ ஷிய ல்  மீ டி யா க்க ளி ல்   சி ல ர்   சா தி க ளை ் ப ற் றி   பே சு வ ர் க ள்  மீ து   க டு   ந ட வ டி க்கை  எ டுக்க ப்ப டு கி ன் ற ன   
5519, இ து போ ன் ற  வி ஷ ய ங்க ளை த   தா ன்   ம க்க ளுக்கு  சொல்ல  விரு மபு கி ன் ற து   ச ங்க கா ல ங் க ளி ல்  தா ன்   சா தி க் கு டு மை க ள்   இ ரு ந் த து  எ ன் றா ல்  த ற் போ து  ந வீ ன   கா ல ங்க ளி லும்  சா தி க் கு டு மை க ள் இ ரு க்கி ன் ற ன   இ து   மு ற் றி லு ம்   ம று்க ப்ப ட  வே ண்டி யே  ஒ ரு  வி ஷ ய மா ன து   
5520, க ல் வி  அ றி வு   பெ ற் றா ல்   அ னை வ ரு ம்   இ து   போ ன் ற  பிரச்சி னை களிலி  இ ருந் து   வி ல க லா ம்  
5521, அ னி வ ரு ம்   ம னி த   ந ை த்து ட ன்   கா ந்தி  வ ளி யை ப் ப ன்   பி ன் ப ற் றி   அ மை தி  வ ளி ி ல் வா ழ  வே ண்டு ம்   
5522, கா ந்தி க டி க ள்   நா ன்   ஒ ரு   கு ஜ ரா த்திய னா க   ரு ப்ப தை  வி ட   நா ன்   ஒ ரு   இ ந் தி ய னா க  இ ரு ப்ப த னை  வி ட   நா ன் ஒ ரு   ம னி த னா க  இ ருக்க  வே ண்டு ம் எ ன் று   வி ரு ம்பு கி றே ன்   ம னி தா பி   மா ன த்து ட ன்  செய ல் ப டும்  ஒ ரு னே   ம னி த ன்   எ ன் று   கா ந்தி ய டி க ள்  ஒ ரு   வி ள க்க ம்   கொ டு த்து ள் ளா ர்   சோ அ த னா ல்   
