id,ref
2098,ஆ செரிம்மா செரிம்மா வந்து கால்ல கண்டிப்பா
2099,ஆ வாரம் வாரம் வாரம் வாரம் குடுத்துருங்கம்மா கரெக்ட்டா ஒவ்வொரு வாரம் குடுத்துருங்க கணக்கு வச்சிருந்து வாரம் வாரம் குடுத்துருங்க நாங்க டெய்லியும் கால்ல பூ எடுத்தாந்து போட்டு வுடுறோம்மா
2100,ஆ சேரிங்க கால்ல நாளைக்கு கால்ல கண்டிப்பா எடுத்தாந்து போட்டுறோம்மா
2101,ஏழு
2102,விண்ணப்ப ஐடி ஒய்இ இரண்டு ஜீரோ இரண்டு இரண்டு இரண்டு ஆறு நான்கு ஐந்து ஏழு ஜீரோ ஆறு ஒன்று ஒன்று ஆறு ஒன்று ஜீரோ ஆறு ஏழு மற்றும் பிறந்த தேதி ஒன்று எட்டு இரண்டாயிரத்தி பத்தொம்போது என்ற விவரங்கள் கொண்ட பயனருக்கு என்எஸ்பியில் சமர்ப்பிக்கப்பட்ட புது உதவித்தொகை விண்ணப்பங்களின் முழுப்பட்டியலையும் தர முடியுமா
2103,இந்த மாதச் சம்பளம் ஐந்து ஒன்று ஒன்பது இரண்டு ஒன்பது ஏலு நான்கு மூன்று மூன்று ஒன்பது ஒன்று ஏலு ஒன்று ஏலு ஆறு என்ற என்னுடைய க்ரா கேரளா கிராமின் பேங்க் கணக்கில் க்ரெடிட் க்ரெடிட் ஆகிவிட்டதா ஆம் என்றால் ஏலாயிரம் ரூபாயை எட்டு ஒன்போது ஏலு ஒன்போது ஏலு ஒன்பது நான்கு ஐந்து இரண்டு எட்டு எட்டு என்ற சட்டீஸ்கர் ராஜ்ய கிராமின் பேங்க் கணக்குக்கு ஜியோ மணி மூலம் மாற்றவும்
2104,விட்டு
2105,போரோஸில் ட்ரான்ஸ்பரெண்ட் வாட்டர் பாட்டில் அர்பன் ப்ளாட்டர் தக்காளிச் சாறு நியூட்ரெல்லா சோயா க்ரானியூல்ஸ் ஆகியவற்றில் நீங்கள் கேட்ட எண்ணிக்கைகள் அளவுக்கு ஸ்டாக் இல்லை எனவே அந்த எண்ணிக்கைகளை மாற்றவும்
2106,ஹலோ ஆ சொல்லுங்க
2107,ஆ ஆமாங்க அங்கதான் இருந்துதான் பேசுறோம் உங்களுக்கு என்ன வேணும்
2108,ஆ ஸ்பைரல் ஆ போட்டுக்கலாங்க எந்தமாதிரி கேக்குறீங்க நீங்க
2109,ஹெச்சிடி பிரிண்ட் கேக்குறீங்களா இல்ல
2110,கலர் ஜெராக்ஸ் கேக்குறீங்களா ஆ ஓகேங்க எல்லாமே அவைலபிளா இருக்கு ஆ நீங்க வந்து குடுத்தீங்கன்னா நாங்க போட்டுத் தந்துருவோம்
2111,நீங்க ஒரு மார்னிங் ஒரு நயன் தேர்ட்டிக்கு வந்தீங்கன்னா அப்பறம் ஈவினிங் நீங்க வாங்கிட்டு போயிர்லாம்
2112,ஆ குயிக்கா குடுத்துருவோங்க
2113,ஆ அமௌண்ட்டு தான் கொஞ்சம் ஜாஸ்தியா ஆகுங்க
2114,ஒரு ஐந்நூறுபா ஆகும் ஐந்நூறுபா மட்டும் கொண்டு வந்துருங்க
2115,ஆ சேரிங்க
2116,நாங்க வந்து என்ன சமையல் குறிப்பு அப்டினா அந்த சாம்பார்க்லாம் வந்து நாங்களே வடகம் தயாரிச்சி போடுவோம் நெறைய கிலோ கணக்குல வெங்காயம் வாங்கிட்டு வந்து
2117,அதுல வந்தது கொஞ்சம் பொடிப்பொடியா நறுக்கி அப்பறம் அந்த இன்னும் என்னனம்மோ சேப்பாங்க உளுந்து
2118,கடுகு சீரகம் கடலப்பருப்பு இந்தமாரி நெறையா சேத்து அத நெறையா எண்ணெ ஊத்தி அத காயவச்சி அப்பறமா உருண்ட உருண்டயா புடிச்சி பாக்ஸ்ல போட்டுப்பாங்க
2119,ஒரு வருஷம் ரெண்டு ஒன்ற வருஷத்துக்கிட்ட அது இருக்கும் அத அப்டியே போட்டு போட்டு தாளிக்கிறது சாம்பார்க்லாம் நல்ல வாசனையா இருக்கும்
2120,அதுக்கப்பறம் என்ன ஒரு சமையல் குறிப்பு அப்டினா வத்தல் போட்றது அது பொதுவா எல்லாருமே பண்ணுவாங்கதான் ஆனா எங்க வீட்ல எப்டி பண்ணுவாங்கனா
2121,ஒரு பாத்திரத்தில தண்ணி வச்சிக்கிட்டு அதுக்குமேல வந்து ஒரு துணியக்கட்டி அதுல அந்த அது வத்தல் மாவ வந்து ஊத்துவாங்க
2122,முன்னாடிலாம் எப்டி பண்ணுவாங்க இப்ப பொதுவா எப்டி பண்ணுவாங்கனா அத வந்து மாவல்லாம் இதுபண்ணி அத அத வந்து சூடாக்கி நல்லா அத
2123,கிண்டிக்கிட்டே இருப்பாங்க அது ஒரு பதத்துக்கு வந்ததுக்கு அப்பறம் அத மாடிக்கி எடுத்துட்டுப் போயி அந்த முறுக்கு அச்சுல வச்சிட்டு புழிஞ்சாலும் இல்ல ஸ்பூன்ல எடுத்து வச்சி கு குட்டி குட்டியா வச்சாலும் வப்பாங்க
2124,இந் இந்த இது எப்டினா நம்ம வந்து ஒரு குட்டி அப்பளத்த விட கொஞ்சம் குட்டி சைஸ்ல வந்து அத கரண்டில வந்து இந்த மாவ மொண்டு ஊத்துவாங்க அந்த துணிமேல அப்படி இருக்கம்போது அந்த தண்ணிலே வெந்தமாரி ஆயிடும் திருப்பி அந்த ஒரு
2125,அது வந்து ஒரு பத்து இருவது அந்தமாரி செஞ்சிட்டுப் போயி அப்பறம் காயவச்சிக்கிட்டு சும்மா அந்த வாரத்துக்குத் தேவையானது அந்தமாரி ஒரு ஒரு வாரமும் பண்ணிப் பண்ணி காய வச்சிப்பாங்க அப்பறம் வேற ஒரு குறிப்பு அப்டினா
2126,இந்த கருவாட்டு கொழம்பு மீன் கொழம்புலலாம் மாங்கா போட்டு வப்பாங்க அந்த டைம்லலாம் மாங்கா அது இருக்காது எல்லா டைம்லயும் இருக்காது அதுனால மாங்கா வந்து வத்தல் போட்டு ஒரு காத்தே போகாத அளவுக்கு ஒரு இதுல போட்டு அடச்சிருவாங்க ஒரு ஜாடில வச்சி அடச்சி அதுக்கப்பறம் தேவப்படும்போது அத எடுத்து யூஸ் பண்ணும்போது இன்னும் நல்லாருக்கும்
2127,ஹலோ
2128,மேம் கொங்கு வித்யாலயா ஸ்கூலுங்ளா
2129,ஆ பா எங்க பாப்பாவ வந்து டென்த்து முடிச்சிருக்றா லெவல்த்து சே டுவல்த்து சேக்கணும்
2130,அதாங்க எவ்ளோ ஃபீஸ்ஸுக்கு ஆகும்
2131,ஆமாங்
2132,அப்டிங்களா வேன் ஃபீஸ்லாம் வேன் ஃபீஸு
2133,இருவதாயிரோங்ளா எப்டிங் மூணு தவா பிரிச்சிக்லாங்ளா மேடம் இல்ல மொத்தமா தான் கட்ணுன்
2134,அதுக்கு எவ்ளோவு ஆகுங்க மேடம்
2135,அப்டிங்ளா செரிங்க மேம் மேம் பாப்பாவுக்கு இப்ப ஸ்பெஷல் க்ளாஸ் அந்தமேரிலா வெப்பிங்ளாங் மேடம்
2136,செரிங்
2137,ரெண்டாயிரோங்ளா
2138,செரிங்க மேடம்
2139,ஆ அங்க கோச்சிங்லா நல்லா இருக்குங்ளா
2140,செரிங்க
2141,செரிங்க என்னென்ன க்ரூப்லா எடுக்குலாங் மேடம்
2142,நானூத்தி அம்பது மார்க்குங் மேடம்
2143,செரிங்க மேம்
2144,செரிங்க எக் எக்ஸ்ட்டா கோச்சிங் அந்தமாரி எதாவுது இருக்குதுங்ளாங் மேடம்
2145,செரிங்க செரிங்க அதுக்கு தனி அமௌன்ட் கட்ணுங் அப்டிதானங் மேடம்
2146,செரிங்
2147,ஓகேங் மேடம் ஓகேங் மேடம் மேடம் அப்டி ஆ அதுக்கப்றோம் இங்க வேன் ஃபீஸ்ஸு அந்த மாரிலாம் ரேட்டு எவ்ளோ வருங் மேடம் வேன் ஃபீஸுக்குலாம்
2148,சரிங்க மேடம்
2149,அதுக்கப்றோம்
2150,சரிங்க மேம்
2151,சரிங்க மேடம் வேற எதா எதாவுது வேணுமா
2152,சே ஆதார் கார்டு மார்க்ஷீட்டு செரிங்க அ
2153,சரிங்க மேடம்
2154,சரிங் மேடம் இப்ப மாமா எங்க பாப்பா வந்து கேம்ஸ்ல வந்து எதாவுது சர்ட்டிஃபிக்கேட் எதாவுது வெச்சிருந்தாங்கனா அத வெச்சி சேந்தாங்கனா கொஞ்சோம் கம்மி பண்ணுவிங்ளாங் மேடம் அமௌன்ட் எதாவுது கம்மி முடியுமா
2155,சரிங்க
2156,செரிங்க மேடம் செரிங் மேடம் செரி நாங்க நாளைக்கி வரேங் மேடம் வந்துட்டு அங்க ஸ்கூல்ல பாத்துட்டு சொல்றோங் மேடம் என்னன்ட்டு
2157,ஓகேங் மேடம் தேங்க்யூங் மேடம் செரிங்க செரி வெச்சிறேன்
2158,சொல்லு தம்பி ஹலோ அண்ண வாவல் மீன் இருக்கு எறால் இருக்கு ஆத்துப்பொடி இருக்கு கடல்மீன் ஆ கடல் மீன்லாம் இருக்குண்ணா
2159,உங்களுக்கு என்ன வேணும் ஆ ஆத்துப்பொடி ஆ இருக்குண்ணா
2160,ஆஆ ஆஆ
2161,ஆமா
2162,தோப்பு கெண்ட இருக்கு வாவல் இருக்கு எறால் இருக்கு இந்த மூணுலையும் கொஞ்சம் கொஞ்சம் போட்டு வுட்றேன்
2163,ஆ வாவல் ஆ சேரி ஆ சேரிங்க
2164,ரேட் என்ன கிலோவுக்கு முன்னூத்தம்பதுலேந்து இருக்கு
2165,அது பாத்து ப கம்மி பண்ணிக்கலாம் ம்
2166,ஆ சேரி
2167,சேரி இப்ப பாத்து உங்களுக்கு பண்ணிக்குடுக்குலாம் முன்னூத்தி இருவதுங்கிறத முன்னூறா ஆக்கிக்கலாம் கிலோவுக்கு இருவது ருவா கொறைச்சிக்கலாம் வுடுங்க ம் ஆத்துகெண்டை எல்லாம் கிளீன் பண்ணி நீட்டா உங்களுக்கு குடுத்துருவேன்
2168,ஆ
2169,அப் ப போட்டு போட்டு வுட்ருலாம் தம்பி உங்களுக்கு செய்யாம யாருக்கு செய்ய போறேன் ஆ
2170,ஓகே ஆமா ஆமா இல்ல இல்ல எல்லாம் உங்களுக்கு எல்லாமே செஞ்சி குடுத்தட்றேன்
2171,ஓகே நன்றிண்ணா ஆ
2172,ஏலு இரண்டு எட்டு எட்டு இரண்டு ஆறு என்ற பின்கோடு உள்ள பகுதியில் இலவசத் தடுப்பூசிகள் அளிக்கும் மிக அருகிலுள்ள மையத்தைக் கண்டறிய விரும்புகிறேன்
2173,ஹலோ சொல்லுங்க யார் பேசுறதுங்க
2174,ஆமா
2175,சேரி சேரி நீங்க எந்த கிளாஸ் சார் ஜாயின் பண்ணணும்
2176,சேரி சேரி பத்தாவது எங்க படிச்சாங்க
2177,சேரி இ எந்த கோர்ஸ் வேணும்
2178,நானூத்தி முப்பதுக்கு பயாலஜி கொஞ்சம் ரிஸ்க்கு தான்
2179,நீங்க வாங்க நாளைக்கு நேர்ல வந்து பாருங்க
2180,சேரிங்க
2181,சேரிங்க
2182,சேரி சேரி நாளைக்கு பொண்ண கூட்டிட்டு வாங்க
2183,கொஞ்சம் எண்ட்ரன்ஸ் எக்ஸாம்லாம் வப்பாங்க கொஞ்சம் ப பொண்ணு வந்து பிக்கப் பண்றமாரி இருந்தாங்கன்னா அட்மிஷன் போட்டுக்கலாம்
2184,ஆமா
2185,ஏனா
2186,மார்னிங் டென் ஓ கிளாக் வாங்க
2187,ஓகே இது ச ஃபீஸ் என்ன அப்டின்னா பதினொன்னுக்கு பயாலஜிக்கு வந்து முப்பத்தி அஞ்சாயிரம் வருதுங்க வருஷத்துக்கு
2188,நீங்க எப்பிடி பஸ்ல கூட்டிட்டி போயிட்டு வந்துருவீங்களா இல்லாட்டி ஹாஸ்டல் எதாவது ஜாயின் பண்ணிவுட்றீங்களா
2189,ஆமா பஸ்ஸும் சேத்தி முப்பத்தஞ்சாயிரம் தான்
2190,சேரிங்க
2191,பஸ்ஸு வரும் ஆனா கொஞ்சம் லாங்கா தான் வரும்
2192,ஆமா முப்பத்தஞ்சாயிரம் எல்லாம் சேந்துதாங்க
2193,ஹாஸ்டலுக்கு வருஷத்துக்கு சாப்பாட்டுக்கு வந்து ரெண்டாயருவா ஆகும்
2194,மாசத்துக்கு மாசத்துக்கு ரெண்டாயிருவாங்க
2195,ஆமா பன்னெண்டு மாசத்துக்கு நீங்க கண்டு கணக்கு போட்டுக்கணுங்க இருவத்தி நாலாயருவா வருங்க
2196,ஓகேங்களா மெயின்டைன்ஸ்க்கு வந்து மாசம் ஐயாயருவா
2197,ஓகேங்களா சாப்பாட்டுக்கும் மெயின்டைன்ஸ்க்கும் சேத்து ஏழாயருவா மாசம்
2198,செக்கி சேரிங்களா நீங்க மாசம் மாசம் கட்ற மாதிரி தான் வரும்
2199,ஆ சேரிங்க வந்து பாருங்க நாளைக்கு வந்து பாருங்க
2200,எல்லாமே இருக்குதுங்க டியூஷன் இருக்கு எல்லாமே இருக்கு எல்லா எல்லா ஃபெசிலிட்டியும் இருக்குதுங்க
2201,சேரி சேரி எல்லாமே இருக்குது நீட் நீட்டு கோர்ஸு எல்லாமே இங்க இருக்குதுங்க
2202,ஆ சேரி நாளைக்கு வந்து என்னன்னு பாத்து விசாரிச்சிக்கோங்க
2203,ஆ சேரிங்க
2204,ஜார்க்கண்ட் மாநிலத்தில் பதினைந்து முதல் பதினேலு வயது வரம்பினருக்கு கோவோவேக்ஸ் தடுப்பூசியை எங்கே பெறலாம்
2205,இரண்டு
2206,இம்மாவட்டம் மருத்துவ நறுமணப் பொருட்கள் கிலங்குப் பயிர்கள் மற்றும் பலங்கள் மற்றும் நார்ச்சத்துள்ள பயிர்கள் உள்ளிட்ட பல்வேறு தாவரங்களைக் கொண்டுள்ளது
2207,ஆஹா
2208,ஒன்பது
2209,கால்நடை வளர்த்து விவசாயிகள் எதிர்கொள்ளும் பொதுவான சவால்னா இந்த மழை காலத்துல வந்து ஆடு மாடு அதுலாம் அவங்களலாம் வந்து ரொம்ப பாதுகாத்து பாதுகாப்பான இடத்துல கட்ட முடியாது
2210,மழ வந்து இப்ப மழை காலத்துல வந்து மாசக்கணக்கா வாரக்கணக்கா பேய் மழ பேஞ்சிட்ருக்கும் அப்போ வந்து ஆடு மாடுங்களுக்குலாம் உடம்பு சரியா இல்ல ஒரு மாரி காயம் மாரிலாம் வந்து ரொம்ப இப்ப ஃபுல்லா மழையா பேஞ்சிட்ருந்தா அந்த தண்ணில வந்து அவங்க இப்ப வந்து ஒரு ஆடு ஆடு மாடுகளுக்கு வந்து உடம்பு சரியாத போய்டுது
2211,அது வந்து அவங் கொஞ்சம் ஆடு மாடுங்கள கட்ற பெரிய தொந்தரவா அப்ப தான் நினைக்க தோணுது இந்த மழ காலத்துல நினைக்கத் தோணுது அவங்க ஆடு மாடு மழ இல்லன்னா வந்து அவங்கள அவுத்து விட்டா அந்த நேரத்துக்கு மேஞ்சிட்டு வந்துருவாங்க புட்சி அத தனியா கட்ருவாங்க இல்லனா வந்து அவங்களுக்கு வந்து ஆடு மாடுக்கு தேவையான உணவு கிடைக்காம அது ரொம்ப கஷ்டப்பட்றாங்க
2212,அப்புறம் வந்து நம்ப வீட்ல விலங்குகள் வச்சிருக்கோல்ல இப்ப ஆடு மாடு கோழிலாம் அது வந்து இப்ப நம்ப எங்கயாவது ஊருக்கு போய்ட்டோம்னா அது அது சில நேரத்துல சிரமமா நினைக்க தோணுது
2213,ஊருக்கு போய்ட்டா பக்கத்துல பக்கத்து வீட்ல இருக்கறவங்க இந்தமாரி யாராவது சொந்தக்காரங்க அவங்க பாத்துக்கறவங்க கிட்ட இத பாத்துக்குங்க
2214,ஆடு மாட வந்து கட்டுங்க புடிச்சி இதுமாரி சொல்லிட்டு நம்ப ஊருக்கு போறோம் ஒருநாள் ரெண்நாள்னா பாத்துப்பாங்க ஒரு நம்ப வந்து ஒரு வாரம் பத்து நாள்னா
2215,ஊருக்கு போறதாருந்தா அவங்களுக்கும் ரொம்ப கஷ்டமா நினைக்க தோணும் இவங்களுக்கு எப்பியுமே இதே வேல தான் அந்த மாரி நினைக்க தோணும்
2216,அந்தமாரி அதனால தான் வந்து ஒரு சிலர்க்கு நம்ப வந்து மனக்கஷ்டம் ஏற்பட்ரும் என்னடா இத இவங்க கிட்ட போய் சொன்னோமே செய்யமாட்றேன்னு சொல்றாங்களே அந்தமாரி நினைக்க தோணுது அதனால வந்து நெறைய பேருக்கு ரொம்ப
2217,கஷ்டமா தான் இருக்கு ஆடு மாடு வளக்கறது வந்து அத வந்து அவங்களால மெய்ன்டெயின் பண்ண முடியல பராமரிக்க முடியாம வந்து நெறைய பேர் வித்துர்றாங்க ஆடு மாடு கோழி அந்தமாரி இருக்கறத அப்றம் நெறைய அந்த சிட்டு குருவிங்களாம் வீட்ல வளக்கறாங்க அதுவும் வந்து
2218,ஏதாவது வந்து பூனை புடிக்கிறது ஃபேன்லெலாம் மாட்டி நெறைய குருவி இறந்துடுது அதுவும் அவங்களுக்கு ரொம்ப கஷ்டமா இருக்கு
2219,ஹலோ
2220,கேகே ஜுவல்லரியா மேம் நாங்க திருவாரூர்லருந்து பேசுறோம் மேம்
2221,நகை எடுக்கணும் மேம்
2222,மாடல் வந்து நாங்க ஆன்லைன்ல பாத்தோம் அந்தமாரி மாடல் வேணும் உங்கள்ட்ட நெறைய டிஸைன் இருந்தாலும் அனுப்பலாம் மேம்
2223,ஆ ஓகே மேம் ஒரு கிராம் என்ன ரேட்டு மேம்
2224,ஓகே மேம் பத்து பவுன் எடுக்கணும் மேம்
2225,ஓகே
2226,ஓகே மேம் பொண்ணுக்கு மேரேஜ் பண்றோம் இப்பதான் ஃபஸ்ட் டைமா பண்றோம் உங்க கட நல்லாருக்குன்னு சொன்னாங்க அதனாலதான் உங்களுக்கு கால் பண்ணிருக்கேன்
2227,ஓகே
2228,ஓகே மேம் பத்து பவுனுக்கு என்ன ரேட்டு மேம் வரும்
2229,ஓகே மேம்
2230,செய்கூலி சேதாரம்லாம்
2231,ஓகே மேம் எல்லாக் கடையும் உட்டுட்டு உங்க கடைக்கிதான் ஃபஸ்ட் வந்துருக்கேன் நீங்க பாத்து போட்டு குடுங்க மேம்
2232,கிஃப்ட்லாம் எதாச்சும் உண்டா மேம்
2233,ஓகே மேம்
2234,ஓகே மேம் கட எத்தன மணி வரைக்கும் இருக்கும்
2235,ஓகே மேம் உங்க லொக்கேஷன் ஷேர் பண்றீங்களா
2236,ஓகே மேம் இந்த நம்பருக்குதான் லொக்கேஷன் ஷேர் பண்ணுங்க மேம்
2237,ஓகே மேம்
2238,தேங்க்யூ மேம்
2239,கட்டண ஸ்புட்னிக் தடுப்பூசியை எங்கே பெறலாம்
2240,எக்ஸ்கியூஸ் மி மே ஐ கம் இன்
2241,இருக்கறதுலே உங்க ஸ்கூல் தான் பெஸ்ட்டுன் கேள்விப்பட்டோம் அதான் இங்க அட்மிஷன் போட்லாம்னு வந்துருக்கோம்
2242,ஃபோர் எயிட்டி
2243,ஆமா
2244,ம் எடுத்துட்டு வந்துருக்கோம்
2245,இல்ல எட்த்து வரல
2246,ஃபீஸ் பத்தி எடுத்து சொல்லுங்க
2247,ஆ பயோ
2248,ஆ ஆமா
2249,ம் ஆமா
2250,ம் ஓகே
2251,ஆ ஓகே
2252,ம் ஓகே
2253,சொல்லி குடுத்துருவீங்களா
2254,ம் ஓகே
2255,ஓகே தேங்க் யூ
2256,ம் ஓகே
2257,அறிய
2258,நியூட்ரிஆர்க் கற்றாழைச் சாறு எனக்கு வேண்டாம் அதை என் ஷாப்பிங் லிஸ்டிலிருந்து நீக்க முடியுமா
2259,கீல்
2260,டிராவலிங் எனக்கு ரொம்ப பிடிக்கும் நா ஸ்டூர் எல்லா அடிக்கடி நாங்க போவோம் ஃபேமிலியோட போவோம் எங்களுக் தூரமா பயணிக்க ரொம்ப பிடிக்கும் எங்கேனா கன்னியாகுமரி போவோம் ர எங்களுக்கு அது ரொம்ப பிடிக்கும்
2261,அங்க பாத்தீங்கன்னா சூரியனை தரிஷனம் மார்னிங் நேரத்திலே பாப்போம் அது எங்களுக்கு ரொம்ப பிடிச்ச விசியோம் அப்புறம் பாத்தீங்கன்னா அது ராமேஸ்வரம்
2262,அங்க கடல்ல குளிக்கிறது எங்களுக்கு ரொம்ப பிடிக்கும் அந்த மாரியெலாம் அடிக்கடி போவோம் அப்புறம் பாத்தீங்கன்னா குற்றாலம் குற்றால அருவியில குளிக்கிறது எங்களுக்கு ரொம்போ புடிக்கும் ஃபேமிலியோட நாங்க போயி குற்றாலத்துல ஸ்டே பண்ணுவோம் குளிச்சிருக்கோம் அருவில
2263,திருச்செந்தூர் கடல்ல குளிக்கிறக்கு எங்களுக்கு ரொம்போ புடிக்கும் நா இங்கந்து இங்கெல்லாம் ஆத்துலேயே குளிச்சிட்ருக்கறேன் இல்லையா
2264,கடல்லலாம் பொடி குளிக்கிறது புது அனுபவமா இருக்கு நல்லா என்ஜாய் பண்ணி லைக் ரொம்ப ஜாலியா என்ஜாய் பண்ணுவோம் அந்த மாரி மதுரை மீனாட்சியம்மன் கோவில் சுத்திப் பாக்கற எடம் எனக்கு ரொம்போ புடிக்கும்
2265,இங்கெல்லாம் போயி பாக்க முடியுமோ டைம் கெடைக்கிறப்பெல்லாம் நாங்க ஃபேமிலியோட போவோம் டைம் மிஸ் பண்ணாம எல்லா எடத்தியும் பாப்போம் நாங்க
2266,ஹலோ
2267,ம்
2268,ஆமாங்க சொல்லுங்க
2269,ம் சொல்லுங்க
2270,ம்
2271,ம் என்ன மார்க் எடுத்தாங்க டென்த்துல
2272,த்ரீ ஃபிஃப்டிங்களா
2273,சேரிங்க இப்ப அந்த ஸ்கூல்லேந்து ஏன் என்னா காரணத்துனால இந்த ஸ்கூல் சேத்துறீங்க
2274,சேரிங்க
2275,ம்
2276,செரிங்க இவ்ளோ கம்மி மார்க்கு சேத்துறதுக்கு கொஞ்சம் கஷ்டமுங்களே
2277,செரி என்னா க்ரூப்பு கேக்குறீங்க
2278,மேக்ஸ் பயாலஜி கெடைக்க முடியாதுங்க அது ஃபோர் ஹண்ட்ரடன் அபோவ் எடுத்தாதாங்க மேக்ஸ் பயாலஜி குடுப்போம் இது த்ரீ ஃபிஃப்டிக்கு மேக்ஸ் பயாலஜி கேட்டா எப்டிங்க குடுக்குறது
2279,செகேண்ட் க்ரூப் வேணா குடுக்கலாங்க
2280,டைம்மிங் வந்து மார்னிங் சவன் ஃபாட்டி ஃபை டூ ஈவினிங் ஃபை ஃபிஃப்டீனுங்க
2281,பஸ் அவைளபுல் இருக்குங்க நீங்க உங்க வீடு எங்கங்க இருக்கு
2282,ஹாஸ்ட்டல் ஃபெசிலிட்டி எல்லாமே இருக்குங்க உங்க வீடு எங்கங்க இருக்கு
2283,ஸ்கூலு கிருஷ்ணகிரில தான் இருக்கு வீடு கிருஷ்ணகிரில இருக்குன்னா எப்டி
2284,ஹலோ ஆ பிரதீப் ஸ்டூடியோ
2285,சார் குட் ஈவினிங் சார் நான் வந்து ஷாம் பேசுறேன் நானு அரியலூர்லருந்து லாஸ்ட்டு மந்த்து என்னோடைய ஃபிரெண்டு சிவன் அப்டின்றவருக்கு நீங்க தான் வந்து ஃபோட்டோ ஷூட்லாம் பண்ணிக் குடுத்தீங்க அவருடைய மேரேஜுக்கு அதேமாரி எனக்கு நெக்ஸ்ட்டு மந்த்து தேர்ட்டித் அன்னைக்கி மேரேஜு சார்
2286,என்னோட மேரேஜுக்கும் நீங்களே வந்து ஃபோட்டோலாம் கொஞ்சம் ரெடி பண்ணிக் குடுத்தா நல்லா இருக்கும் வெட்டிங் வந்து தேர்ட்டித்து அதுக்கு முன்னாடி வந்து ஒன் டூ வீக்ஸ் பிஃபோரே வந்து ப்ரீவி ப்ரீஷூ ஃப்ரீவெட்டிங் ஷூட்ட வந்து நீங்களே பண்ணிக் குடுத்துட்றீங்களா
2287,ஓகே சார்
2288,சார் அமௌண்ட்ட பத்தி கொஞ்சம் சொன்னா நல்லா இருக்கும் சார்
2289,ம்
2290,ஆமா
2291,ஒன் லேக் ஃபிஃப்ட்டி தௌசண்ட்ங்களா
2292,ஓகே சார்
2293,ம்
2294,ஓகே சார்
2295,டூ லேக்ஸ் ஓகே சார் ஓகே சார் சார் சிவன் தான் உங்கள ரெஃபர் பண்ணாரு கொஞ்சம் பாத்து அமௌண்ட்ட சொல்லுங்க சார் ரொம்ப அதிகமா சொல்றீங்க அமௌண்ட்டு
2296,சார் இப்ப இது ஃப்ரீவெட்டிங் ஷூட்ட வந்து காலையிலே போயிட்டு ஈவினிங் வந்துட்ற மாரி ரெடி பண்ணிக்கிங்க ரொம்பலாம் லேட் நைட்லோ இல்லனா இயர்லி மார்னிங்கே போற மாரிலாம் வேணா எனக்கும் ஆஃபீஸ்ல ஒர்க் இருக்குது நானும் மேரேஜுக்கு லீவ் கே கம்மியா தான் லீவ் கேட்ருக்கேங்க சரிங்களா ஒரு ஒரு ஒன் ஆர் டூ டேஸ்ல அத முடிச்சுக்கீங்க
2297,சரி ஓகே சார்
2298,ஓகே சார் ஓகே இது ஒரு நாள் அது ஒரு நாள்னு மட்டும் வச்சிக்கீங்க ரொம்பலாம டைம் எக்ஸ்டன் பண்ணிடாதீங்க உங்களுக்கு நா அமௌண்ட் மட்டும் நா உங்களுக்கு நா வாட்ஸ்அப் இதுல ஜிபேல சென்ட் பண்றேன் நானு
2299,சார் எனக்கு வந்து ஃபஸ்ட் வீக்லே முடிச்சிட்டீங்கன்னா ஃப்ரீ வெட்டிங் ஷூட் வந்து ஜூலை ஃபஸ்ட் வீக்லே முடிச்சிடுங்க
2300,ஆஹ இல்ல சார் நீங்க நீங்க நீங்க உங்க உங்களுக்கே நா அந்த இத குடுத்துட்றேன் நீங்களே எப்பிடி வேணாலும் பண்ணிக்கீங்க ஓகேங்களா
2301,எனக்கு இது மட்டும் எல்லாமே கொஞ்சம் இந்த சிடி மட்டும் கொஞ்சம் இந்த இந்த இது ப ரெண்டு ரெண்டு ரெண்டு காப்பியா போட்டுக் குடுத்துருங்க டூ காப்பீஸ் வேணும் எனக்கு
2302,ஓகே சார் எனக்கு மேரேஜ் முடிஞ்சி எனக்கு ஒரு ஃபைவ் டேஸ்ல எனக்கு ரெ எல்லாமே ரெடி பண்ணிக் குடுத்துருங்க அந்த ஆடியோ வீடியோ ஆல்பம் அண்டு சிடி எல்லாமே
2303,ஓகே
2304,ஓகே சார் தேங்க் யூ சார்
2305,இரண்டாயிரத்தி இருவது ரெண்டாயிரத்தி இருவத்தொன்னு கல்வியாண்டில் ஆக்ட் அங்கீகாரமுள்ள மிகச்சிறந்த அம்பத்தி நாலு கல்வி நிறுவனங்களின் பட்டியலை பெற்றுத்தர முடியுமா
2306,நாங்க டச் செல் தாங்க முக்கியம் எனக்கு நாங்க நமக்கு அந்த பட்னு செல்லு தான் எனக்கு இது டச் செல்லாம் எனக்கு பையன் வாங்கி குடுக்குறேன்னான்னா
2307,வாங்கி குடுத்தாலும் எனக்கு அதலாம் பண்ண தெரியாதுடா ஏன்டா இந்தமாரி பண்ற என்ன நீ எந்த செல்லு வாங்கிக் குடுத்தாலும் இத பண்ணு அத பண்ணுன்ற நீ நீ வீடியோ கேமரா எடுன்ற அத பண்ற ஏன்டா இதுமாரிலாம் பண்ற நீ ஓ செல்லு நீ டச் செல்லு வச்சிக்க நான் எனக்கு ஏன்டா பட்னு செல்லு தாண்டா முக்கியம் எனக்கு
